Time[s],Acceleration [mg],Force [N]  
0.0320,191.000,7.820 
0.0322,183.000,7.820 
0.0325,186.000,7.820 
0.0327,177.000,7.820 
0.0330,191.000,7.820 
0.0333,183.000,7.820 
0.0335,184.000,7.820 
0.0338,183.000,7.820 
0.0340,185.000,7.820 
0.0342,190.000,8.798 
0.0345,193.000,7.820 
0.0347,177.000,8.798 
0.0350,180.000,8.798 
0.0353,173.000,8.798 
0.0355,183.000,8.798 
0.0358,185.000,7.820 
0.0360,188.000,7.820 
0.0362,178.000,7.820 
0.0365,188.000,8.798 
0.0367,175.000,8.798 
0.0370,185.000,8.798 
0.0373,181.000,10.753 
0.0375,181.000,10.753 
0.0377,192.000,10.753 
0.0380,177.000,10.753 
0.0382,174.000,10.753 
0.0385,176.000,6.843 
0.0388,181.000,6.843 
0.0390,181.000,6.843 
0.0393,187.000,7.820 
0.0395,183.000,6.843 
0.0397,193.000,7.820 
0.0400,182.000,7.820 
0.0402,176.000,7.820 
0.0405,192.000,7.820 
0.0408,182.000,7.820 
0.0410,183.000,8.798 
0.0413,186.000,7.820 
0.0415,184.000,7.820 
0.0417,174.000,7.820 
0.0420,184.000,7.820 
0.0422,177.000,8.798 
0.0425,194.000,8.798 
0.0428,184.000,11.730 
0.0430,173.000,10.753 
0.0432,180.000,10.753 
0.0435,191.000,10.753 
0.0437,178.000,7.820 
0.0440,183.000,7.820 
0.0443,188.000,6.843 
0.0445,186.000,6.843 
0.0448,189.000,7.820 
0.0450,170.000,6.843 
0.0452,185.000,7.820 
0.0455,181.000,7.820 
0.0457,186.000,7.820 
0.0460,184.000,7.820 
0.0463,180.000,8.798 
0.0465,181.000,9.775 
0.0468,194.000,8.798 
0.0470,181.000,8.798 
0.0472,183.000,8.798 
0.0475,182.000,7.820 
0.0477,179.000,11.730 
0.0480,189.000,10.753 
0.0483,194.000,10.753 
0.0485,178.000,10.753 
0.0487,181.000,6.843 
0.0490,176.000,7.820 
0.0492,187.000,7.820 
0.0495,172.000,7.820 
0.0498,185.000,6.843 
0.0500,184.000,7.820 
0.0503,183.000,7.820 
0.0505,170.000,7.820 
0.0507,179.000,7.820 
0.0510,194.000,7.820 
0.0512,175.000,7.820 
0.0515,188.000,8.798 
0.0518,169.000,8.798 
0.0520,181.000,11.730 
0.0523,185.000,11.730 
0.0525,177.000,11.730 
0.0527,189.000,10.753 
0.0530,194.000,11.730 
0.0532,179.000,10.753 
0.0535,186.000,7.820 
0.0538,189.000,6.843 
0.0540,183.000,7.820 
0.0542,181.000,7.820 
0.0545,177.000,7.820 
0.0547,183.000,7.820 
0.0550,183.000,7.820 
0.0553,174.000,7.820 
0.0555,182.000,8.798 
0.0558,178.000,7.820 
0.0560,183.000,7.820 
0.0562,179.000,7.820 
0.0565,168.000,7.820 
0.0567,184.000,8.798 
0.0570,184.000,7.820 
0.0573,183.000,8.798 
0.0575,176.000,8.798 
0.0578,186.000,8.798 
0.0580,177.000,11.730 
0.0582,186.000,11.730 
0.0585,178.000,11.730 
0.0587,192.000,11.730 
0.0590,193.000,10.753 
0.0593,178.000,9.775 
0.0595,183.000,7.820 
0.0597,184.000,6.843 
0.0600,187.000,8.798 
0.0602,184.000,7.820 
0.0605,180.000,7.820 
0.0608,179.000,7.820 
0.0610,178.000,8.798 
0.0613,168.000,7.820 
0.0615,178.000,7.820 
0.0617,192.000,7.820 
0.0620,186.000,7.820 
0.0622,183.000,7.820 
0.0625,186.000,7.820 
0.0627,180.000,7.820 
0.0630,182.000,7.820 
0.0632,181.000,7.820 
0.0635,182.000,7.820 
0.0637,179.000,7.820 
0.0640,175.000,7.820 
0.0642,178.000,7.820 
0.0645,192.000,7.820 
0.0648,179.000,6.843 
0.0650,183.000,6.843 
0.0653,179.000,7.820 
0.0655,183.000,7.820 
0.0658,192.000,7.820 
0.0660,183.000,7.820 
0.0662,168.000,7.820 
0.0665,185.000,7.820 
0.0667,182.000,7.820 
0.0670,170.000,7.820 
0.0672,173.000,7.820 
0.0675,186.000,8.798 
0.0677,179.000,8.798 
0.0680,184.000,11.730 
0.0683,186.000,11.730 
0.0685,186.000,11.730 
0.0688,188.000,8.798 
0.0690,183.000,8.798 
0.0693,177.000,11.730 
0.0695,177.000,11.730 
0.0698,186.000,11.730 
0.0700,179.000,11.730 
0.0702,182.000,11.730 
0.0705,179.000,11.730 
0.0707,182.000,7.820 
0.0710,190.000,8.798 
0.0712,177.000,8.798 
0.0715,188.000,8.798 
0.0718,188.000,8.798 
0.0720,184.000,9.775 
0.0723,190.000,11.730 
0.0725,190.000,11.730 
0.0728,179.000,10.753 
0.0730,191.000,11.730 
0.0733,188.000,11.730 
0.0735,189.000,11.730 
0.0737,181.000,10.753 
0.0740,183.000,11.730 
0.0742,180.000,11.730 
0.0745,192.000,8.798 
0.0747,188.000,8.798 
0.0750,188.000,12.708 
0.0752,190.000,12.708 
0.0755,183.000,11.730 
0.0758,191.000,11.730 
0.0760,182.000,11.730 
0.0763,179.000,10.753 
0.0765,187.000,11.730 
0.0768,181.000,10.753 
0.0770,179.000,10.753 
0.0772,185.000,10.753 
0.0775,169.000,10.753 
0.0777,189.000,10.753 
0.0780,177.000,7.820 
0.0782,184.000,10.753 
0.0785,187.000,10.753 
0.0787,191.000,11.730 
0.0790,178.000,10.753 
0.0793,181.000,10.753 
0.0795,183.000,10.753 
0.0798,196.000,10.753 
0.0800,183.000,10.753 
0.0803,181.000,11.730 
0.0805,186.000,10.753 
0.0808,177.000,10.753 
0.0810,185.000,7.820 
0.0812,183.000,7.820 
0.0815,172.000,6.843 
0.0817,175.000,7.820 
0.0820,185.000,7.820 
0.0822,180.000,7.820 
0.0825,187.000,7.820 
0.0828,185.000,7.820 
0.0830,180.000,7.820 
0.0833,181.000,7.820 
0.0835,183.000,8.798 
0.0838,182.000,8.798 
0.0840,183.000,8.798 
0.0843,184.000,7.820 
0.0845,181.000,7.820 
0.0847,176.000,7.820 
0.0850,190.000,7.820 
0.0852,186.000,8.798 
0.0855,175.000,9.775 
0.0857,187.000,8.798 
0.0860,179.000,11.730 
0.0862,177.000,11.730 
0.0865,180.000,11.730 
0.0868,167.000,11.730 
0.0870,181.000,10.753 
0.0873,179.000,10.753 
0.0875,183.000,9.775 
0.0878,174.000,10.753 
0.0880,195.000,9.775 
0.0882,183.000,10.753 
0.0885,180.000,10.753 
0.0887,176.000,10.753 
0.0890,181.000,10.753 
0.0892,183.000,11.730 
0.0895,183.000,10.753 
0.0897,180.000,10.753 
0.0900,180.000,10.753 
0.0903,178.000,10.753 
0.0905,184.000,7.820 
0.0908,192.000,6.843 
0.0910,185.000,7.820 
0.0913,175.000,7.820 
0.0915,185.000,8.798 
0.0918,177.000,7.820 
0.0920,184.000,7.820 
0.0922,187.000,7.820 
0.0925,184.000,7.820 
0.0927,177.000,7.820 
0.0930,179.000,7.820 
0.0932,180.000,7.820 
0.0935,169.000,6.843 
0.0938,185.000,6.843 
0.0940,183.000,7.820 
0.0943,178.000,7.820 
0.0945,187.000,7.820 
0.0948,173.000,7.820 
0.0950,191.000,7.820 
0.0953,182.000,7.820 
0.0955,173.000,8.798 
0.0957,183.000,7.820 
0.0960,178.000,7.820 
0.0962,189.000,6.843 
0.0965,186.000,7.820 
0.0967,184.000,7.820 
0.0970,181.000,7.820 
0.0972,183.000,8.798 
0.0975,177.000,8.798 
0.0978,182.000,7.820 
0.0980,180.000,8.798 
0.0983,177.000,8.798 
0.0985,179.000,8.798 
0.0988,197.000,11.730 
0.0990,191.000,10.753 
0.0993,188.000,10.753 
0.0995,180.000,10.753 
0.0997,193.000,10.753 
0.1000,176.000,10.753 
0.1002,184.000,9.775 
0.1005,183.000,10.753 
0.1007,183.000,10.753 
0.1010,194.000,9.775 
0.1013,188.000,10.753 
0.1015,181.000,9.775 
0.1018,185.000,9.775 
0.1020,188.000,10.753 
0.1023,180.000,8.798 
0.1025,184.000,7.820 
0.1028,190.000,7.820 
0.1030,184.000,7.820 
0.1032,183.000,8.798 
0.1035,179.000,7.820 
0.1037,180.000,7.820 
0.1040,188.000,7.820 
0.1042,177.000,7.820 
0.1045,181.000,7.820 
0.1047,186.000,7.820 
0.1050,185.000,7.820 
0.1053,179.000,7.820 
0.1055,179.000,7.820 
0.1058,187.000,7.820 
0.1060,185.000,8.798 
0.1063,187.000,7.820 
0.1065,185.000,7.820 
0.1067,173.000,7.820 
0.1070,177.000,7.820 
0.1072,182.000,7.820 
0.1075,187.000,7.820 
0.1077,202.000,7.820 
0.1080,188.000,8.798 
0.1082,178.000,8.798 
0.1085,183.000,12.708 
0.1088,176.000,11.730 
0.1090,175.000,10.753 
0.1093,182.000,10.753 
0.1095,192.000,7.820 
0.1098,188.000,6.843 
0.1100,177.000,7.820 
0.1103,178.000,6.843 
0.1105,181.000,7.820 
0.1107,183.000,7.820 
0.1110,184.000,8.798 
0.1112,184.000,8.798 
0.1115,171.000,9.775 
0.1117,174.000,11.730 
0.1120,184.000,10.753 
0.1123,183.000,7.820 
0.1125,177.000,7.820 
0.1128,180.000,7.820 
0.1130,175.000,7.820 
0.1133,181.000,7.820 
0.1135,193.000,7.820 
0.1138,190.000,7.820 
0.1140,187.000,8.798 
0.1142,181.000,7.820 
0.1145,182.000,8.798 
0.1147,175.000,11.730 
0.1150,187.000,10.753 
0.1152,176.000,11.730 
0.1155,181.000,10.753 
0.1157,180.000,10.753 
0.1160,178.000,10.753 
0.1163,193.000,10.753 
0.1165,182.000,10.753 
0.1168,187.000,10.753 
0.1170,184.000,10.753 
0.1173,172.000,10.753 
0.1175,173.000,10.753 
0.1177,183.000,10.753 
0.1180,187.000,11.730 
0.1182,175.000,10.753 
0.1185,188.000,9.775 
0.1187,183.000,10.753 
0.1190,184.000,11.730 
0.1192,186.000,11.730 
0.1195,180.000,11.730 
0.1198,194.000,10.753 
0.1200,184.000,10.753 
0.1203,187.000,9.775 
0.1205,185.000,7.820 
0.1208,179.000,7.820 
0.1210,182.000,7.820 
0.1213,178.000,7.820 
0.1215,186.000,7.820 
0.1217,174.000,7.820 
0.1220,189.000,7.820 
0.1222,183.000,8.798 
0.1225,188.000,7.820 
0.1227,178.000,7.820 
0.1230,186.000,6.843 
0.1233,183.000,6.843 
0.1235,180.000,7.820 
0.1238,189.000,7.820 
0.1240,180.000,7.820 
0.1243,183.000,6.843 
0.1245,181.000,7.820 
0.1248,184.000,7.820 
0.1250,186.000,8.798 
0.1252,195.000,7.820 
0.1255,180.000,7.820 
0.1258,176.000,7.820 
0.1260,181.000,7.820 
0.1262,177.000,7.820 
0.1265,180.000,9.775 
0.1268,186.000,8.798 
0.1270,184.000,9.775 
0.1273,169.000,8.798 
0.1275,182.000,8.798 
0.1277,191.000,9.775 
0.1280,181.000,8.798 
0.1283,182.000,8.798 
0.1285,185.000,8.798 
0.1287,182.000,10.753 
0.1290,188.000,10.753 
0.1293,193.000,11.730 
0.1295,195.000,10.753 
0.1297,187.000,10.753 
0.1300,185.000,11.730 
0.1303,185.000,10.753 
0.1305,183.000,7.820 
0.1308,187.000,9.775 
0.1310,179.000,7.820 
0.1312,190.000,7.820 
0.1315,181.000,6.843 
0.1318,185.000,6.843 
0.1320,184.000,6.843 
0.1322,182.000,6.843 
0.1325,176.000,7.820 
0.1328,179.000,7.820 
0.1330,183.000,6.843 
0.1332,186.000,7.820 
0.1335,180.000,7.820 
0.1338,178.000,7.820 
0.1340,176.000,7.820 
0.1343,183.000,7.820 
0.1345,181.000,7.820 
0.1347,181.000,8.798 
0.1350,181.000,11.730 
0.1353,185.000,11.730 
0.1355,192.000,10.753 
0.1357,181.000,10.753 
0.1360,180.000,9.775 
0.1363,191.000,7.820 
0.1365,181.000,6.843 
0.1367,183.000,7.820 
0.1370,184.000,7.820 
0.1373,178.000,6.843 
0.1375,173.000,8.798 
0.1377,178.000,11.730 
0.1380,189.000,10.753 
0.1382,173.000,11.730 
0.1385,184.000,10.753 
0.1388,188.000,10.753 
0.1390,183.000,7.820 
0.1392,185.000,7.820 
0.1395,184.000,7.820 
0.1398,172.000,7.820 
0.1400,182.000,6.843 
0.1402,186.000,7.820 
0.1405,183.000,7.820 
0.1408,184.000,8.798 
0.1410,178.000,8.798 
0.1412,183.000,11.730 
0.1415,186.000,10.753 
0.1417,183.000,11.730 
0.1420,181.000,10.753 
0.1423,176.000,10.753 
0.1425,176.000,7.820 
0.1427,182.000,7.820 
0.1430,190.000,7.820 
0.1433,176.000,7.820 
0.1435,184.000,7.820 
0.1437,186.000,8.798 
0.1440,191.000,8.798 
0.1443,182.000,8.798 
0.1445,178.000,7.820 
0.1447,185.000,7.820 
0.1450,198.000,8.798 
0.1452,175.000,10.753 
0.1455,180.000,11.730 
0.1458,182.000,10.753 
0.1460,180.000,9.775 
0.1462,180.000,10.753 
0.1465,175.000,6.843 
0.1468,180.000,7.820 
0.1470,179.000,7.820 
0.1472,181.000,6.843 
0.1475,190.000,7.820 
0.1478,184.000,7.820 
0.1480,181.000,8.798 
0.1482,170.000,8.798 
0.1485,182.000,10.753 
0.1488,180.000,11.730 
0.1490,183.000,9.775 
0.1493,182.000,7.820 
0.1495,187.000,7.820 
0.1497,183.000,7.820 
0.1500,184.000,7.820 
0.1503,183.000,7.820 
0.1505,183.000,8.798 
0.1507,179.000,8.798 
0.1510,175.000,10.753 
0.1513,193.000,10.753 
0.1515,174.000,10.753 
0.1517,182.000,6.843 
0.1520,186.000,8.798 
0.1523,195.000,7.820 
0.1525,177.000,7.820 
0.1528,184.000,8.798 
0.1530,182.000,8.798 
0.1532,175.000,7.820 
0.1535,184.000,7.820 
0.1538,177.000,7.820 
0.1540,172.000,7.820 
0.1542,187.000,8.798 
0.1545,177.000,8.798 
0.1548,185.000,8.798 
0.1550,185.000,11.730 
0.1552,183.000,11.730 
0.1555,189.000,11.730 
0.1558,181.000,11.730 
0.1560,174.000,10.753 
0.1562,178.000,11.730 
0.1565,180.000,9.775 
0.1567,180.000,10.753 
0.1570,184.000,9.775 
0.1573,185.000,7.820 
0.1575,180.000,7.820 
0.1577,189.000,6.843 
0.1580,174.000,7.820 
0.1583,183.000,7.820 
0.1585,180.000,8.798 
0.1587,178.000,7.820 
0.1590,195.000,7.820 
0.1593,176.000,7.820 
0.1595,188.000,7.820 
0.1597,185.000,8.798 
0.1600,185.000,10.753 
0.1602,180.000,10.753 
0.1605,181.000,10.753 
0.1608,181.000,7.820 
0.1610,178.000,7.820 
0.1612,184.000,7.820 
0.1615,185.000,8.798 
0.1618,186.000,8.798 
0.1620,179.000,8.798 
0.1622,188.000,10.753 
0.1625,173.000,10.753 
0.1628,171.000,10.753 
0.1630,183.000,10.753 
0.1632,190.000,9.775 
0.1635,176.000,7.820 
0.1637,183.000,7.820 
0.1640,180.000,7.820 
0.1643,182.000,7.820 
0.1645,183.000,7.820 
0.1647,186.000,7.820 
0.1650,195.000,7.820 
0.1653,175.000,8.798 
0.1655,175.000,8.798 
0.1657,184.000,11.730 
0.1660,183.000,10.753 
0.1663,170.000,10.753 
0.1665,183.000,10.753 
0.1667,183.000,7.820 
0.1670,177.000,7.820 
0.1673,184.000,7.820 
0.1675,189.000,7.820 
0.1678,176.000,7.820 
0.1680,190.000,7.820 
0.1682,203.000,7.820 
0.1685,181.000,7.820 
0.1688,188.000,7.820 
0.1690,183.000,7.820 
0.1692,183.000,7.820 
0.1695,189.000,8.798 
0.1698,182.000,8.798 
0.1700,183.000,8.798 
0.1702,185.000,8.798 
0.1705,183.000,8.798 
0.1708,187.000,8.798 
0.1710,178.000,11.730 
0.1713,198.000,11.730 
0.1715,181.000,10.753 
0.1717,186.000,10.753 
0.1720,180.000,10.753 
0.1723,194.000,10.753 
0.1725,182.000,7.820 
0.1727,182.000,7.820 
0.1730,180.000,6.843 
0.1733,186.000,7.820 
0.1735,178.000,7.820 
0.1737,177.000,7.820 
0.1740,180.000,8.798 
0.1743,181.000,7.820 
0.1745,177.000,8.798 
0.1748,176.000,11.730 
0.1750,182.000,10.753 
0.1752,180.000,10.753 
0.1755,189.000,9.775 
0.1758,188.000,7.820 
0.1760,182.000,6.843 
0.1762,176.000,7.820 
0.1765,179.000,6.843 
0.1768,185.000,6.843 
0.1770,171.000,7.820 
0.1772,181.000,7.820 
0.1775,184.000,7.820 
0.1778,182.000,8.798 
0.1780,188.000,8.798 
0.1782,181.000,8.798 
0.1785,181.000,8.798 
0.1787,181.000,8.798 
0.1790,192.000,10.753 
0.1793,183.000,11.730 
0.1795,179.000,10.753 
0.1797,182.000,11.730 
0.1800,185.000,11.730 
0.1803,186.000,10.753 
0.1805,190.000,10.753 
0.1807,176.000,10.753 
0.1810,174.000,10.753 
0.1813,182.000,10.753 
0.1815,182.000,10.753 
0.1817,180.000,10.753 
0.1820,189.000,8.798 
0.1822,186.000,7.820 
0.1825,181.000,7.820 
0.1828,177.000,7.820 
0.1830,180.000,7.820 
0.1832,188.000,7.820 
0.1835,185.000,7.820 
0.1838,183.000,7.820 
0.1840,183.000,6.843 
0.1842,182.000,8.798 
0.1845,182.000,7.820 
0.1848,187.000,7.820 
0.1850,178.000,7.820 
0.1852,184.000,7.820 
0.1855,187.000,7.820 
0.1857,182.000,7.820 
0.1860,190.000,7.820 
0.1863,193.000,7.820 
0.1865,181.000,8.798 
0.1867,185.000,7.820 
0.1870,172.000,7.820 
0.1873,186.000,8.798 
0.1875,184.000,7.820 
0.1877,187.000,7.820 
0.1880,184.000,7.820 
0.1883,188.000,7.820 
0.1885,192.000,7.820 
0.1887,177.000,7.820 
0.1890,182.000,8.798 
0.1893,184.000,8.798 
0.1895,180.000,8.798 
0.1898,188.000,7.820 
0.1900,182.000,7.820 
0.1902,186.000,7.820 
0.1905,183.000,7.820 
0.1908,191.000,7.820 
0.1910,184.000,7.820 
0.1912,187.000,7.820 
0.1915,187.000,7.820 
0.1918,191.000,8.798 
0.1920,182.000,8.798 
0.1922,195.000,8.798 
0.1925,192.000,8.798 
0.1928,181.000,8.798 
0.1930,172.000,9.775 
0.1933,181.000,8.798 
0.1935,187.000,7.820 
0.1937,183.000,8.798 
0.1940,186.000,7.820 
0.1943,192.000,8.798 
0.1945,189.000,8.798 
0.1947,175.000,11.730 
0.1950,176.000,11.730 
0.1953,184.000,11.730 
0.1955,182.000,10.753 
0.1957,183.000,10.753 
0.1960,182.000,10.753 
0.1963,181.000,10.753 
0.1965,183.000,10.753 
0.1968,195.000,10.753 
0.1970,181.000,10.753 
0.1972,180.000,9.775 
0.1975,180.000,6.843 
0.1978,185.000,7.820 
0.1980,189.000,7.820 
0.1982,182.000,7.820 
0.1985,178.000,6.843 
0.1988,179.000,8.798 
0.1990,183.000,7.820 
0.1992,188.000,7.820 
0.1995,185.000,8.798 
0.1998,183.000,8.798 
0.2000,183.000,8.798 
0.2002,183.000,8.798 
0.2005,187.000,8.798 
0.2007,178.000,8.798 
0.2010,174.000,8.798 
0.2013,182.000,8.798 
0.2015,181.000,8.798 
0.2017,174.000,7.820 
0.2020,184.000,7.820 
0.2023,179.000,8.798 
0.2025,185.000,8.798 
0.2027,185.000,8.798 
0.2030,188.000,7.820 
0.2033,184.000,7.820 
0.2035,189.000,8.798 
0.2037,184.000,8.798 
0.2040,182.000,8.798 
0.2042,178.000,7.820 
0.2045,181.000,7.820 
0.2048,182.000,7.820 
0.2050,181.000,7.820 
0.2052,178.000,8.798 
0.2055,186.000,7.820 
0.2058,182.000,7.820 
0.2060,184.000,8.798 
0.2062,184.000,8.798 
0.2065,179.000,8.798 
0.2068,180.000,7.820 
0.2070,179.000,7.820 
0.2072,189.000,7.820 
0.2075,185.000,7.820 
0.2077,180.000,8.798 
0.2080,186.000,8.798 
0.2083,186.000,8.798 
0.2085,185.000,8.798 
0.2087,180.000,7.820 
0.2090,189.000,7.820 
0.2093,189.000,8.798 
0.2095,185.000,8.798 
0.2097,177.000,9.775 
0.2100,186.000,8.798 
0.2103,187.000,11.730 
0.2105,176.000,10.753 
0.2107,190.000,10.753 
0.2110,190.000,10.753 
0.2113,179.000,9.775 
0.2115,180.000,7.820 
0.2118,181.000,7.820 
0.2120,184.000,7.820 
0.2122,176.000,7.820 
0.2125,187.000,7.820 
0.2128,171.000,8.798 
0.2130,180.000,7.820 
0.2132,187.000,7.820 
0.2135,189.000,7.820 
0.2138,180.000,7.820 
0.2140,181.000,7.820 
0.2142,180.000,7.820 
0.2145,191.000,8.798 
0.2148,187.000,7.820 
0.2150,175.000,8.798 
0.2153,183.000,11.730 
0.2155,186.000,11.730 
0.2157,184.000,11.730 
0.2160,181.000,10.753 
0.2163,175.000,10.753 
0.2165,183.000,6.843 
0.2167,194.000,7.820 
0.2170,172.000,7.820 
0.2173,191.000,6.843 
0.2175,188.000,7.820 
0.2177,184.000,7.820 
0.2180,189.000,8.798 
0.2183,179.000,7.820 
0.2185,176.000,7.820 
0.2188,190.000,7.820 
0.2190,176.000,7.820 
0.2192,174.000,7.820 
0.2195,190.000,7.820 
0.2198,176.000,7.820 
0.2200,190.000,8.798 
0.2202,184.000,8.798 
0.2205,183.000,12.708 
0.2208,175.000,11.730 
0.2210,190.000,10.753 
0.2212,186.000,10.753 
0.2215,181.000,10.753 
0.2218,180.000,10.753 
0.2220,180.000,7.820 
0.2222,181.000,6.843 
0.2225,180.000,6.843 
0.2227,181.000,7.820 
0.2230,181.000,7.820 
0.2233,183.000,7.820 
0.2235,185.000,7.820 
0.2237,179.000,7.820 
0.2240,193.000,7.820 
0.2243,188.000,8.798 
0.2245,183.000,8.798 
0.2247,178.000,7.820 
0.2250,185.000,7.820 
0.2253,193.000,8.798 
0.2255,195.000,7.820 
0.2257,184.000,7.820 
0.2260,183.000,7.820 
0.2262,179.000,8.798 
0.2265,181.000,7.820 
0.2268,186.000,8.798 
0.2270,188.000,12.708 
0.2272,183.000,11.730 
0.2275,171.000,11.730 
0.2278,183.000,10.753 
0.2280,180.000,10.753 
0.2282,189.000,6.843 
0.2285,180.000,6.843 
0.2288,187.000,7.820 
0.2290,187.000,7.820 
0.2292,183.000,7.820 
0.2295,185.000,7.820 
0.2298,180.000,8.798 
0.2300,181.000,8.798 
0.2303,178.000,9.775 
0.2305,185.000,8.798 
0.2307,189.000,11.730 
0.2310,191.000,11.730 
0.2313,182.000,11.730 
0.2315,196.000,12.708 
0.2317,177.000,11.730 
0.2320,189.000,10.753 
0.2323,190.000,9.775 
0.2325,175.000,7.820 
0.2327,171.000,7.820 
0.2330,187.000,7.820 
0.2333,179.000,7.820 
0.2335,174.000,7.820 
0.2338,183.000,7.820 
0.2340,192.000,6.843 
0.2342,195.000,6.843 
0.2345,167.000,7.820 
0.2348,154.000,7.820 
0.2350,209.000,7.820 
0.2352,216.000,7.820 
0.2355,215.000,7.820 
0.2358,191.000,7.820 
0.2360,126.000,7.820 
0.2362,151.000,7.820 
0.2365,212.000,8.798 
0.2368,190.000,7.820 
0.2370,178.000,7.820 
0.2373,163.000,6.843 
0.2375,196.000,7.820 
0.2377,218.000,8.798 
0.2380,202.000,8.798 
0.2383,225.000,8.798 
0.2385,203.000,8.798 
0.2387,178.000,8.798 
0.2390,176.000,8.798 
0.2393,137.000,7.820 
0.2395,158.000,7.820 
0.2397,194.000,7.820 
0.2400,191.000,7.820 
0.2403,223.000,7.820 
0.2405,179.000,8.798 
0.2407,174.000,8.798 
0.2410,194.000,8.798 
0.2412,204.000,9.775 
0.2415,210.000,9.775 
0.2418,164.000,9.775 
0.2420,133.000,12.708 
0.2422,143.000,10.753 
0.2425,185.000,10.753 
0.2428,211.000,11.730 
0.2430,189.000,11.730 
0.2432,188.000,11.730 
0.2435,179.000,11.730 
0.2438,194.000,11.730 
0.2440,170.000,8.798 
0.2442,160.000,8.798 
0.2445,140.000,8.798 
0.2447,145.000,8.798 
0.2450,160.000,8.798 
0.2453,169.000,7.820 
0.2455,185.000,7.820 
0.2457,175.000,8.798 
0.2460,191.000,7.820 
0.2463,199.000,7.820 
0.2465,182.000,7.820 
0.2467,169.000,7.820 
0.2470,157.000,7.820 
0.2473,150.000,7.820 
0.2475,163.000,7.820 
0.2477,143.000,7.820 
0.2480,157.000,7.820 
0.2482,162.000,7.820 
0.2485,175.000,7.820 
0.2488,198.000,7.820 
