Time[s],Acceleration [mg],Force [N]  
0.0240,181.000,8.798 
0.0243,177.000,8.798 
0.0245,184.000,11.730 
0.0247,169.000,11.730 
0.0250,174.000,10.753 
0.0253,195.000,10.753 
0.0255,180.000,10.753 
0.0258,173.000,9.775 
0.0260,175.000,6.843 
0.0262,186.000,7.820 
0.0265,181.000,7.820 
0.0268,167.000,7.820 
0.0270,174.000,7.820 
0.0272,173.000,7.820 
0.0275,179.000,7.820 
0.0278,191.000,7.820 
0.0280,183.000,7.820 
0.0282,183.000,7.820 
0.0285,181.000,8.798 
0.0288,180.000,7.820 
0.0290,180.000,8.798 
0.0292,190.000,8.798 
0.0295,169.000,11.730 
0.0298,187.000,11.730 
0.0300,191.000,10.753 
0.0302,187.000,9.775 
0.0305,186.000,10.753 
0.0308,180.000,10.753 
0.0310,184.000,10.753 
0.0312,175.000,6.843 
0.0315,184.000,7.820 
0.0318,170.000,6.843 
0.0320,173.000,7.820 
0.0322,180.000,7.820 
0.0325,174.000,7.820 
0.0327,175.000,7.820 
0.0330,190.000,7.820 
0.0333,184.000,7.820 
0.0335,179.000,8.798 
0.0338,175.000,8.798 
0.0340,171.000,7.820 
0.0342,178.000,8.798 
0.0345,190.000,8.798 
0.0347,167.000,11.730 
0.0350,173.000,11.730 
0.0353,163.000,11.730 
0.0355,171.000,10.753 
0.0358,171.000,9.775 
0.0360,182.000,9.775 
0.0362,181.000,6.843 
0.0365,179.000,7.820 
0.0367,173.000,6.843 
0.0370,171.000,6.843 
0.0373,188.000,7.820 
0.0375,186.000,7.820 
0.0377,180.000,7.820 
0.0380,183.000,8.798 
0.0382,186.000,11.730 
0.0385,192.000,10.753 
0.0388,188.000,10.753 
0.0390,193.000,8.798 
0.0393,191.000,7.820 
0.0395,185.000,7.820 
0.0397,187.000,7.820 
0.0400,191.000,7.820 
0.0402,200.000,7.820 
0.0405,179.000,7.820 
0.0408,176.000,7.820 
0.0410,188.000,8.798 
0.0413,194.000,8.798 
0.0415,186.000,8.798 
0.0417,185.000,8.798 
0.0420,189.000,8.798 
0.0422,203.000,8.798 
0.0425,190.000,8.798 
0.0428,177.000,9.775 
0.0430,174.000,11.730 
0.0432,190.000,11.730 
0.0435,198.000,11.730 
0.0437,183.000,10.753 
0.0440,178.000,11.730 
0.0443,182.000,11.730 
0.0445,191.000,11.730 
0.0448,190.000,10.753 
0.0450,178.000,11.730 
0.0452,180.000,10.753 
0.0455,174.000,10.753 
0.0457,178.000,10.753 
0.0460,177.000,10.753 
0.0463,173.000,7.820 
0.0465,188.000,7.820 
0.0468,195.000,6.843 
0.0470,188.000,6.843 
0.0472,185.000,7.820 
0.0475,187.000,7.820 
0.0477,176.000,7.820 
0.0480,167.000,7.820 
0.0483,171.000,7.820 
0.0485,186.000,7.820 
0.0487,177.000,7.820 
0.0490,163.000,7.820 
0.0492,170.000,7.820 
0.0495,183.000,7.820 
0.0498,172.000,7.820 
0.0500,157.000,7.820 
0.0503,154.000,7.820 
0.0505,159.000,7.820 
0.0507,162.000,6.843 
0.0510,169.000,7.820 
0.0512,147.000,6.843 
0.0515,155.000,9.775 
0.0518,162.000,10.753 
0.0520,178.000,10.753 
0.0523,148.000,10.753 
0.0525,162.000,10.753 
0.0527,194.000,6.843 
0.0530,172.000,7.820 
0.0532,163.000,7.820 
0.0535,150.000,7.820 
0.0538,167.000,7.820 
0.0540,181.000,7.820 
0.0542,189.000,7.820 
0.0545,173.000,6.843 
0.0547,189.000,7.820 
0.0550,183.000,9.775 
0.0553,177.000,9.775 
0.0555,188.000,10.753 
0.0558,188.000,10.753 
0.0560,171.000,10.753 
0.0562,178.000,10.753 
0.0565,186.000,11.730 
0.0567,202.000,10.753 
0.0570,185.000,10.753 
0.0573,169.000,11.730 
0.0575,201.000,10.753 
0.0578,218.000,10.753 
0.0580,188.000,9.775 
0.0582,188.000,10.753 
0.0585,209.000,10.753 
0.0587,206.000,10.753 
0.0590,211.000,11.730 
0.0593,203.000,11.730 
0.0595,240.000,11.730 
0.0597,243.000,8.798 
0.0600,234.000,8.798 
0.0602,222.000,11.730 
0.0605,204.000,11.730 
0.0608,216.000,11.730 
0.0610,193.000,10.753 
0.0613,165.000,11.730 
0.0615,126.000,11.730 
0.0617,127.000,10.753 
0.0620,185.000,10.753 
0.0622,200.000,10.753 
0.0625,182.000,10.753 
0.0627,200.000,10.753 
0.0630,187.000,10.753 
0.0632,192.000,10.753 
0.0635,203.000,10.753 
0.0637,149.000,10.753 
0.0640,189.000,10.753 
0.0642,219.000,11.730 
0.0645,186.000,10.753 
0.0648,151.000,11.730 
0.0650,199.000,9.775 
0.0653,179.000,11.730 
0.0655,142.000,11.730 
0.0658,180.000,10.753 
0.0660,202.000,11.730 
0.0662,159.000,11.730 
0.0665,208.000,8.798 
0.0667,200.000,8.798 
0.0670,170.000,8.798 
0.0672,209.000,8.798 
0.0675,202.000,8.798 
0.0677,144.000,8.798 
0.0680,216.000,8.798 
0.0683,199.000,7.820 
0.0685,172.000,7.820 
0.0688,194.000,7.820 
0.0690,217.000,7.820 
0.0693,166.000,6.843 
0.0695,151.000,7.820 
0.0698,208.000,7.820 
0.0700,154.000,7.820 
0.0702,172.000,7.820 
0.0705,225.000,7.820 
0.0707,184.000,6.843 
0.0710,173.000,7.820 
0.0712,202.000,7.820 
0.0715,168.000,7.820 
0.0718,178.000,7.820 
0.0720,157.000,6.843 
0.0723,193.000,6.843 
0.0725,170.000,6.843 
0.0728,166.000,7.820 
0.0730,195.000,6.843 
0.0733,148.000,6.843 
0.0735,163.000,7.820 
0.0737,199.000,7.820 
0.0740,197.000,7.820 
0.0742,203.000,7.820 
0.0745,192.000,7.820 
0.0747,174.000,7.820 
0.0750,186.000,6.843 
0.0752,158.000,6.843 
0.0755,137.000,7.820 
0.0758,190.000,7.820 
0.0760,197.000,7.820 
0.0763,200.000,7.820 
0.0765,179.000,7.820 
0.0768,177.000,7.820 
0.0770,192.000,7.820 
0.0772,177.000,7.820 
0.0775,157.000,8.798 
0.0777,179.000,8.798 
0.0780,181.000,10.753 
0.0782,184.000,10.753 
0.0785,187.000,10.753 
0.0787,181.000,10.753 
0.0790,192.000,9.775 
0.0793,191.000,7.820 
0.0795,176.000,7.820 
0.0798,163.000,7.820 
0.0800,166.000,7.820 
0.0803,188.000,7.820 
0.0805,184.000,7.820 
0.0808,196.000,7.820 
0.0810,201.000,7.820 
0.0812,170.000,8.798 
0.0815,176.000,8.798 
0.0817,197.000,9.775 
0.0820,199.000,8.798 
0.0822,186.000,8.798 
0.0825,159.000,8.798 
0.0828,161.000,10.753 
0.0830,192.000,10.753 
0.0833,192.000,10.753 
0.0835,167.000,10.753 
0.0838,166.000,10.753 
0.0840,156.000,10.753 
0.0843,188.000,10.753 
0.0845,175.000,7.820 
0.0847,203.000,10.753 
0.0850,191.000,10.753 
0.0852,187.000,10.753 
0.0855,193.000,10.753 
0.0857,172.000,11.730 
0.0860,167.000,10.753 
0.0862,192.000,10.753 
0.0865,189.000,10.753 
0.0868,199.000,10.753 
0.0870,193.000,10.753 
0.0873,198.000,11.730 
0.0875,187.000,11.730 
0.0878,177.000,10.753 
0.0880,163.000,10.753 
0.0882,183.000,10.753 
0.0885,173.000,11.730 
0.0887,188.000,11.730 
0.0890,196.000,9.775 
0.0892,198.000,10.753 
0.0895,181.000,11.730 
0.0897,196.000,11.730 
0.0900,169.000,10.753 
0.0903,151.000,7.820 
0.0905,191.000,6.843 
0.0908,183.000,6.843 
0.0910,191.000,7.820 
0.0913,194.000,6.843 
0.0915,180.000,6.843 
0.0918,173.000,6.843 
0.0920,183.000,7.820 
0.0922,190.000,6.843 
0.0925,183.000,6.843 
0.0927,190.000,7.820 
0.0930,192.000,8.798 
0.0932,190.000,7.820 
0.0935,184.000,7.820 
0.0938,180.000,7.820 
0.0940,175.000,7.820 
0.0943,165.000,6.843 
0.0945,180.000,7.820 
0.0948,198.000,7.820 
0.0950,152.000,6.843 
0.0953,200.000,7.820 
0.0955,202.000,6.843 
0.0957,149.000,7.820 
0.0960,173.000,6.843 
0.0962,206.000,7.820 
0.0965,177.000,6.843 
0.0967,172.000,7.820 
0.0970,197.000,9.775 
0.0972,174.000,7.820 
0.0975,160.000,7.820 
0.0978,165.000,7.820 
0.0980,198.000,6.843 
0.0983,172.000,7.820 
0.0985,187.000,6.843 
0.0988,175.000,7.820 
0.0990,165.000,6.843 
0.0993,195.000,7.820 
0.0995,189.000,6.843 
0.0997,165.000,6.843 
0.1000,194.000,7.820 
0.1002,180.000,7.820 
0.1005,186.000,7.820 
0.1007,171.000,8.798 
0.1010,181.000,7.820 
0.1013,182.000,7.820 
0.1015,183.000,7.820 
0.1018,156.000,8.798 
0.1020,188.000,7.820 
0.1023,198.000,6.843 
0.1025,157.000,7.820 
0.1028,173.000,7.820 
0.1030,188.000,7.820 
0.1032,186.000,7.820 
0.1035,165.000,7.820 
0.1037,179.000,8.798 
0.1040,189.000,8.798 
0.1042,177.000,10.753 
0.1045,182.000,10.753 
0.1047,174.000,6.843 
0.1050,165.000,7.820 
0.1053,189.000,7.820 
0.1055,193.000,7.820 
0.1058,171.000,7.820 
0.1060,197.000,7.820 
0.1063,191.000,7.820 
0.1065,194.000,7.820 
0.1067,187.000,6.843 
0.1070,186.000,7.820 
0.1072,185.000,7.820 
0.1075,168.000,7.820 
0.1077,183.000,7.820 
0.1080,163.000,8.798 
0.1082,183.000,8.798 
0.1085,187.000,12.708 
0.1088,167.000,10.753 
0.1090,189.000,10.753 
0.1093,200.000,10.753 
0.1095,184.000,9.775 
0.1098,192.000,7.820 
0.1100,205.000,6.843 
0.1103,171.000,6.843 
0.1105,171.000,6.843 
0.1107,186.000,7.820 
0.1110,194.000,7.820 
0.1112,188.000,8.798 
0.1115,166.000,7.820 
0.1117,165.000,8.798 
0.1120,177.000,8.798 
0.1123,183.000,8.798 
0.1125,179.000,10.753 
0.1128,201.000,12.708 
0.1130,173.000,11.730 
0.1133,181.000,11.730 
0.1135,183.000,10.753 
0.1138,190.000,9.775 
0.1140,169.000,9.775 
0.1142,172.000,9.775 
0.1145,183.000,7.820 
0.1147,184.000,7.820 
0.1150,187.000,7.820 
0.1152,192.000,6.843 
0.1155,164.000,7.820 
0.1157,166.000,7.820 
0.1160,193.000,7.820 
0.1163,194.000,7.820 
0.1165,200.000,7.820 
0.1168,181.000,7.820 
0.1170,178.000,7.820 
0.1173,194.000,8.798 
0.1175,198.000,7.820 
0.1177,194.000,7.820 
0.1180,184.000,7.820 
0.1182,163.000,7.820 
0.1185,175.000,11.730 
0.1187,175.000,11.730 
0.1190,175.000,11.730 
0.1192,179.000,11.730 
0.1195,173.000,11.730 
0.1198,185.000,11.730 
0.1200,184.000,10.753 
0.1203,200.000,10.753 
0.1205,189.000,9.775 
0.1208,185.000,6.843 
0.1210,179.000,7.820 
0.1213,177.000,7.820 
0.1215,182.000,6.843 
0.1217,176.000,7.820 
0.1220,174.000,6.843 
0.1222,179.000,7.820 
0.1225,168.000,7.820 
0.1227,181.000,7.820 
0.1230,178.000,7.820 
0.1233,181.000,7.820 
0.1235,171.000,6.843 
0.1238,190.000,7.820 
0.1240,180.000,7.820 
0.1243,182.000,6.843 
0.1245,199.000,7.820 
0.1248,172.000,7.820 
0.1250,167.000,7.820 
0.1252,163.000,7.820 
0.1255,176.000,8.798 
0.1258,183.000,7.820 
0.1260,171.000,7.820 
0.1262,169.000,7.820 
0.1265,194.000,7.820 
0.1268,206.000,8.798 
0.1270,169.000,7.820 
0.1273,178.000,7.820 
0.1275,176.000,8.798 
0.1277,192.000,7.820 
0.1280,177.000,8.798 
0.1283,160.000,8.798 
0.1285,169.000,7.820 
0.1287,181.000,7.820 
0.1290,173.000,8.798 
0.1293,176.000,8.798 
0.1295,176.000,8.798 
0.1297,187.000,11.730 
0.1300,183.000,10.753 
0.1303,167.000,11.730 
0.1305,177.000,10.753 
0.1308,181.000,11.730 
0.1310,182.000,11.730 
0.1312,161.000,10.753 
0.1315,180.000,10.753 
0.1318,193.000,10.753 
0.1320,188.000,11.730 
0.1322,190.000,10.753 
0.1325,176.000,10.753 
0.1328,175.000,10.753 
0.1330,173.000,11.730 
0.1332,187.000,10.753 
0.1335,184.000,10.753 
0.1338,169.000,10.753 
0.1340,166.000,11.730 
0.1343,177.000,10.753 
0.1345,193.000,10.753 
0.1347,190.000,10.753 
0.1350,186.000,10.753 
0.1353,144.000,11.730 
0.1355,176.000,10.753 
0.1357,196.000,11.730 
0.1360,179.000,11.730 
0.1363,174.000,11.730 
0.1365,195.000,11.730 
0.1367,194.000,11.730 
0.1370,181.000,8.798 
0.1373,191.000,7.820 
0.1375,183.000,7.820 
0.1377,188.000,7.820 
0.1380,186.000,8.798 
0.1382,170.000,8.798 
0.1385,192.000,7.820 
0.1388,198.000,7.820 
0.1390,184.000,8.798 
0.1392,207.000,8.798 
0.1395,198.000,8.798 
0.1398,200.000,7.820 
0.1400,175.000,7.820 
0.1402,190.000,7.820 
0.1405,183.000,6.843 
0.1408,169.000,7.820 
0.1410,183.000,7.820 
0.1412,186.000,7.820 
0.1415,187.000,7.820 
0.1417,195.000,7.820 
0.1420,182.000,7.820 
0.1423,185.000,6.843 
0.1425,195.000,6.843 
0.1427,192.000,7.820 
0.1430,182.000,7.820 
0.1433,184.000,7.820 
0.1435,210.000,6.843 
0.1437,178.000,6.843 
0.1440,166.000,7.820 
0.1443,171.000,7.820 
0.1445,177.000,7.820 
0.1447,162.000,6.843 
0.1450,170.000,6.843 
0.1452,165.000,7.820 
0.1455,190.000,9.775 
0.1458,187.000,10.753 
0.1460,176.000,10.753 
0.1462,179.000,11.730 
0.1465,175.000,11.730 
0.1468,162.000,8.798 
0.1470,175.000,7.820 
0.1472,172.000,7.820 
0.1475,165.000,7.820 
0.1478,168.000,7.820 
0.1480,161.000,6.843 
0.1482,169.000,6.843 
0.1485,174.000,6.843 
0.1488,165.000,7.820 
0.1490,161.000,7.820 
0.1493,165.000,7.820 
0.1495,155.000,6.843 
0.1497,162.000,7.820 
0.1500,160.000,7.820 
0.1503,168.000,6.843 
0.1505,183.000,7.820 
0.1507,181.000,7.820 
0.1510,186.000,7.820 
0.1513,211.000,9.775 
0.1515,202.000,9.775 
0.1517,194.000,10.753 
0.1520,182.000,9.775 
0.1523,181.000,9.775 
0.1525,195.000,10.753 
0.1528,197.000,11.730 
0.1530,200.000,10.753 
0.1532,188.000,10.753 
0.1535,190.000,11.730 
0.1538,178.000,11.730 
0.1540,208.000,11.730 
0.1542,174.000,11.730 
0.1545,166.000,11.730 
0.1548,165.000,11.730 
0.1550,155.000,10.753 
0.1552,153.000,10.753 
0.1555,170.000,10.753 
0.1558,166.000,11.730 
0.1560,145.000,11.730 
0.1562,158.000,11.730 
0.1565,151.000,11.730 
0.1567,166.000,11.730 
0.1570,170.000,11.730 
0.1573,164.000,8.798 
0.1575,145.000,8.798 
0.1577,161.000,8.798 
0.1580,170.000,7.820 
0.1583,182.000,7.820 
0.1585,197.000,8.798 
0.1587,203.000,8.798 
0.1590,187.000,8.798 
0.1593,163.000,11.730 
0.1595,166.000,11.730 
0.1597,174.000,11.730 
0.1600,171.000,11.730 
0.1602,179.000,11.730 
0.1605,181.000,10.753 
0.1608,160.000,10.753 
0.1610,167.000,10.753 
0.1612,185.000,10.753 
0.1615,178.000,10.753 
0.1618,173.000,9.775 
0.1620,179.000,7.820 
0.1622,178.000,6.843 
0.1625,185.000,7.820 
0.1628,169.000,7.820 
0.1630,186.000,8.798 
0.1632,177.000,11.730 
0.1635,194.000,10.753 
0.1637,183.000,11.730 
0.1640,151.000,10.753 
0.1643,173.000,10.753 
0.1645,192.000,7.820 
0.1647,176.000,7.820 
0.1650,172.000,7.820 
0.1653,176.000,6.843 
0.1655,187.000,7.820 
0.1657,212.000,7.820 
0.1660,186.000,7.820 
0.1663,174.000,7.820 
0.1665,168.000,7.820 
0.1667,182.000,7.820 
0.1670,184.000,8.798 
0.1673,179.000,8.798 
0.1675,181.000,8.798 
0.1678,180.000,7.820 
0.1680,183.000,8.798 
0.1682,182.000,7.820 
0.1685,175.000,7.820 
0.1688,184.000,7.820 
0.1690,183.000,7.820 
0.1692,184.000,8.798 
0.1695,187.000,8.798 
0.1698,171.000,7.820 
0.1700,190.000,8.798 
0.1702,191.000,8.798 
0.1705,171.000,8.798 
0.1708,171.000,8.798 
0.1710,189.000,8.798 
0.1713,188.000,7.820 
0.1715,181.000,9.775 
0.1717,179.000,8.798 
0.1720,165.000,8.798 
0.1723,168.000,7.820 
0.1725,180.000,8.798 
0.1727,177.000,11.730 
0.1730,180.000,11.730 
0.1733,179.000,9.775 
0.1735,184.000,8.798 
0.1737,201.000,9.775 
0.1740,170.000,12.708 
0.1743,172.000,11.730 
0.1745,180.000,11.730 
0.1748,189.000,10.753 
0.1750,171.000,11.730 
0.1752,174.000,10.753 
0.1755,179.000,10.753 
0.1758,181.000,9.775 
0.1760,178.000,9.775 
0.1762,176.000,8.798 
0.1765,171.000,6.843 
0.1768,180.000,7.820 
0.1770,182.000,7.820 
0.1772,177.000,7.820 
0.1775,177.000,7.820 
0.1778,179.000,7.820 
0.1780,180.000,7.820 
0.1782,183.000,7.820 
0.1785,182.000,7.820 
0.1787,174.000,8.798 
0.1790,171.000,8.798 
0.1793,174.000,11.730 
0.1795,182.000,11.730 
0.1797,179.000,11.730 
0.1800,187.000,11.730 
0.1803,173.000,10.753 
0.1805,192.000,10.753 
0.1807,188.000,7.820 
0.1810,181.000,7.820 
0.1813,162.000,7.820 
0.1815,178.000,7.820 
0.1817,183.000,7.820 
0.1820,176.000,7.820 
0.1822,174.000,6.843 
0.1825,186.000,6.843 
0.1828,184.000,7.820 
0.1830,183.000,7.820 
0.1832,179.000,7.820 
0.1835,177.000,7.820 
0.1838,186.000,7.820 
0.1840,177.000,7.820 
0.1842,182.000,7.820 
0.1845,179.000,8.798 
0.1848,177.000,7.820 
0.1850,173.000,8.798 
0.1852,189.000,7.820 
0.1855,183.000,8.798 
0.1857,187.000,8.798 
0.1860,178.000,11.730 
0.1863,172.000,11.730 
0.1865,171.000,11.730 
0.1867,172.000,11.730 
0.1870,168.000,11.730 
0.1873,176.000,11.730 
0.1875,183.000,10.753 
0.1877,173.000,10.753 
0.1880,180.000,10.753 
0.1883,180.000,10.753 
0.1885,180.000,10.753 
0.1887,174.000,9.775 
0.1890,173.000,10.753 
0.1893,177.000,8.798 
0.1895,177.000,7.820 
0.1898,184.000,9.775 
0.1900,177.000,8.798 
0.1902,177.000,9.775 
0.1905,178.000,6.843 
0.1908,166.000,7.820 
0.1910,176.000,7.820 
0.1912,186.000,7.820 
0.1915,187.000,7.820 
0.1918,195.000,7.820 
0.1920,183.000,10.753 
0.1922,169.000,7.820 
0.1925,171.000,7.820 
0.1928,180.000,6.843 
0.1930,179.000,7.820 
0.1933,173.000,7.820 
0.1935,166.000,7.820 
0.1937,172.000,7.820 
0.1940,178.000,7.820 
0.1943,162.000,7.820 
0.1945,182.000,7.820 
0.1947,193.000,7.820 
0.1950,175.000,8.798 
0.1953,181.000,8.798 
0.1955,175.000,9.775 
0.1957,186.000,8.798 
0.1960,180.000,11.730 
0.1963,185.000,11.730 
0.1965,175.000,10.753 
0.1968,177.000,10.753 
0.1970,175.000,10.753 
0.1972,172.000,10.753 
0.1975,177.000,10.753 
0.1978,172.000,9.775 
0.1980,183.000,10.753 
0.1982,181.000,10.753 
0.1985,183.000,9.775 
0.1988,174.000,9.775 
0.1990,178.000,7.820 
0.1992,183.000,7.820 
0.1995,167.000,7.820 
0.1998,182.000,7.820 
0.2000,177.000,7.820 
0.2002,176.000,7.820 
0.2005,160.000,7.820 
0.2007,182.000,7.820 
0.2010,176.000,7.820 
0.2013,170.000,7.820 
0.2015,181.000,7.820 
0.2017,187.000,7.820 
0.2020,180.000,7.820 
0.2023,173.000,7.820 
0.2025,181.000,7.820 
0.2027,170.000,6.843 
0.2030,185.000,7.820 
0.2033,184.000,7.820 
0.2035,169.000,7.820 
0.2037,186.000,7.820 
0.2040,182.000,7.820 
0.2042,183.000,7.820 
0.2045,173.000,7.820 
0.2048,180.000,7.820 
0.2050,177.000,7.820 
0.2052,176.000,8.798 
0.2055,184.000,11.730 
0.2058,170.000,11.730 
0.2060,181.000,11.730 
0.2062,177.000,10.753 
0.2065,186.000,6.843 
0.2068,185.000,6.843 
0.2070,180.000,7.820 
0.2072,183.000,7.820 
0.2075,172.000,7.820 
0.2077,183.000,7.820 
0.2080,181.000,7.820 
0.2083,173.000,8.798 
0.2085,174.000,10.753 
0.2087,188.000,10.753 
0.2090,177.000,10.753 
0.2093,180.000,7.820 
0.2095,185.000,7.820 
0.2097,193.000,6.843 
0.2100,179.000,7.820 
0.2103,183.000,7.820 
0.2105,187.000,6.843 
0.2107,181.000,7.820 
0.2110,186.000,6.843 
0.2113,186.000,6.843 
0.2115,171.000,7.820 
0.2118,185.000,7.820 
0.2120,185.000,7.820 
0.2122,172.000,8.798 
0.2125,170.000,11.730 
0.2128,197.000,11.730 
0.2130,186.000,10.753 
0.2132,168.000,11.730 
0.2135,179.000,11.730 
0.2138,189.000,10.753 
0.2140,189.000,10.753 
0.2142,181.000,6.843 
0.2145,174.000,7.820 
0.2148,168.000,6.843 
0.2150,167.000,7.820 
0.2153,189.000,7.820 
0.2155,171.000,6.843 
0.2157,182.000,6.843 
0.2160,187.000,7.820 
0.2163,186.000,7.820 
0.2165,182.000,8.798 
0.2167,194.000,8.798 
0.2170,179.000,11.730 
0.2173,179.000,11.730 
0.2175,187.000,11.730 
0.2177,180.000,11.730 
0.2180,182.000,11.730 
0.2183,157.000,11.730 
0.2185,166.000,11.730 
0.2188,169.000,10.753 
0.2190,204.000,10.753 
0.2192,255.000,10.753 
0.2195,195.000,9.775 
0.2198,185.000,6.843 
0.2200,141.000,7.820 
0.2202,132.000,7.820 
0.2205,171.000,8.798 
0.2208,158.000,7.820 
0.2210,172.000,7.820 
0.2212,164.000,8.798 
0.2215,220.000,7.820 
0.2218,219.000,8.798 
0.2220,208.000,9.775 
0.2222,213.000,11.730 
0.2225,195.000,11.730 
0.2227,183.000,11.730 
0.2230,155.000,10.753 
0.2233,126.000,9.775 
0.2235,151.000,7.820 
0.2237,174.000,7.820 
0.2240,162.000,7.820 
0.2243,171.000,7.820 
0.2245,208.000,7.820 
0.2247,242.000,6.843 
0.2250,230.000,6.843 
0.2253,211.000,6.843 
0.2255,180.000,6.843 
0.2257,154.000,7.820 
0.2260,135.000,7.820 
0.2262,154.000,7.820 
0.2265,201.000,7.820 
0.2268,194.000,7.820 
0.2270,210.000,7.820 
0.2272,162.000,7.820 
0.2275,166.000,7.820 
0.2278,166.000,7.820 
0.2280,163.000,8.798 
0.2282,182.000,8.798 
0.2285,181.000,8.798 
0.2288,204.000,8.798 
0.2290,186.000,8.798 
0.2292,160.000,8.798 
0.2295,163.000,8.798 
0.2298,163.000,11.730 
0.2300,166.000,10.753 
0.2303,207.000,10.753 
0.2305,218.000,10.753 
0.2307,197.000,10.753 
0.2310,194.000,9.775 
0.2313,186.000,9.775 
0.2315,176.000,7.820 
0.2317,171.000,7.820 
0.2320,170.000,6.843 
0.2323,172.000,7.820 
0.2325,166.000,7.820 
0.2327,165.000,6.843 
0.2330,171.000,7.820 
0.2333,174.000,7.820 
0.2335,183.000,7.820 
0.2338,175.000,8.798 
0.2340,186.000,7.820 
0.2342,189.000,7.820 
0.2345,182.000,7.820 
0.2348,181.000,7.820 
0.2350,173.000,8.798 
0.2352,184.000,8.798 
0.2355,180.000,8.798 
0.2358,184.000,7.820 
0.2360,196.000,8.798 
0.2362,185.000,9.775 
0.2365,178.000,8.798 
0.2368,176.000,8.798 
0.2370,165.000,8.798 
0.2373,162.000,8.798 
0.2375,168.000,9.775 
0.2377,172.000,8.798 
0.2380,161.000,8.798 
0.2383,172.000,8.798 
0.2385,183.000,7.820 
0.2387,180.000,8.798 
0.2390,182.000,8.798 
0.2393,192.000,8.798 
0.2395,185.000,9.775 
0.2397,180.000,8.798 
0.2400,177.000,8.798 
0.2403,173.000,7.820 
0.2405,175.000,8.798 
0.2407,189.000,7.820 
0.2410,190.000,7.820 
0.2412,185.000,7.820 
0.2415,181.000,7.820 
0.2418,173.000,7.820 
0.2420,180.000,6.843 
0.2422,169.000,6.843 
0.2425,159.000,7.820 
0.2428,162.000,7.820 
0.2430,167.000,7.820 
0.2432,157.000,7.820 
0.2435,183.000,7.820 
0.2438,175.000,7.820 
0.2440,172.000,7.820 
0.2442,183.000,7.820 
0.2445,168.000,6.843 
0.2447,177.000,7.820 
0.2450,173.000,7.820 
0.2453,172.000,7.820 
0.2455,177.000,7.820 
0.2457,165.000,7.820 
0.2460,175.000,7.820 
0.2463,185.000,7.820 
0.2465,179.000,8.798 
0.2467,179.000,8.798 
0.2470,179.000,11.730 
0.2473,185.000,10.753 
0.2475,172.000,10.753 
0.2477,171.000,7.820 
0.2480,177.000,7.820 
0.2482,172.000,6.843 
0.2485,179.000,7.820 
0.2488,171.000,7.820 
