Time[s],Acceleration [mg],Force [N]  
0.0432,156.000,7.820 
0.0435,161.000,7.820 
0.0437,185.000,7.820 
0.0440,179.000,7.820 
0.0443,168.000,7.820 
0.0445,193.000,7.820 
0.0448,174.000,7.820 
0.0450,166.000,7.820 
0.0452,202.000,7.820 
0.0455,182.000,6.843 
0.0457,162.000,7.820 
0.0460,189.000,6.843 
0.0463,186.000,7.820 
0.0465,162.000,6.843 
0.0468,183.000,7.820 
0.0470,179.000,7.820 
0.0472,157.000,7.820 
0.0475,189.000,7.820 
0.0477,189.000,7.820 
0.0480,163.000,7.820 
0.0483,175.000,8.798 
0.0485,198.000,9.775 
0.0487,178.000,8.798 
0.0490,177.000,7.820 
0.0492,193.000,8.798 
0.0495,147.000,8.798 
0.0498,183.000,8.798 
0.0500,201.000,11.730 
0.0503,167.000,11.730 
0.0505,181.000,11.730 
0.0507,191.000,10.753 
0.0510,164.000,11.730 
0.0512,191.000,10.753 
0.0515,201.000,11.730 
0.0518,156.000,10.753 
0.0520,172.000,9.775 
0.0523,192.000,7.820 
0.0525,166.000,7.820 
0.0527,176.000,7.820 
0.0530,203.000,6.843 
0.0532,167.000,7.820 
0.0535,194.000,6.843 
0.0538,191.000,7.820 
0.0540,157.000,7.820 
0.0542,188.000,6.843 
0.0545,174.000,7.820 
0.0547,171.000,10.753 
0.0550,183.000,9.775 
0.0553,176.000,8.798 
0.0555,166.000,7.820 
0.0558,208.000,7.820 
0.0560,172.000,7.820 
0.0562,197.000,6.843 
0.0565,183.000,6.843 
0.0567,166.000,7.820 
0.0570,189.000,7.820 
0.0573,182.000,7.820 
0.0575,184.000,7.820 
0.0578,190.000,7.820 
0.0580,168.000,7.820 
0.0582,179.000,7.820 
0.0585,191.000,6.843 
0.0587,169.000,7.820 
0.0590,190.000,7.820 
0.0593,191.000,7.820 
0.0595,161.000,6.843 
0.0597,196.000,7.820 
0.0600,168.000,7.820 
0.0602,177.000,7.820 
0.0605,196.000,7.820 
0.0608,166.000,8.798 
0.0610,200.000,8.798 
0.0613,178.000,8.798 
0.0615,194.000,8.798 
0.0617,179.000,8.798 
0.0620,179.000,10.753 
0.0622,197.000,10.753 
0.0625,178.000,11.730 
0.0627,188.000,10.753 
0.0630,171.000,10.753 
0.0632,179.000,11.730 
0.0635,185.000,10.753 
0.0637,174.000,10.753 
0.0640,182.000,10.753 
0.0642,190.000,10.753 
0.0645,184.000,10.753 
0.0648,184.000,12.708 
0.0650,177.000,10.753 
0.0653,174.000,11.730 
0.0655,195.000,11.730 
0.0658,169.000,9.775 
0.0660,174.000,9.775 
0.0662,184.000,7.820 
0.0665,178.000,7.820 
0.0667,191.000,7.820 
0.0670,176.000,7.820 
0.0672,190.000,7.820 
0.0675,169.000,7.820 
0.0677,168.000,8.798 
0.0680,173.000,7.820 
0.0683,182.000,7.820 
0.0685,172.000,7.820 
0.0688,174.000,7.820 
0.0690,173.000,7.820 
0.0693,190.000,7.820 
0.0695,176.000,7.820 
0.0698,177.000,7.820 
0.0700,178.000,7.820 
0.0702,183.000,7.820 
0.0705,188.000,7.820 
0.0707,181.000,7.820 
0.0710,178.000,7.820 
0.0712,180.000,7.820 
0.0715,189.000,7.820 
0.0718,174.000,7.820 
0.0720,180.000,6.843 
0.0723,177.000,7.820 
0.0725,180.000,9.775 
0.0728,177.000,11.730 
0.0730,182.000,10.753 
0.0733,177.000,11.730 
0.0735,181.000,8.798 
0.0737,187.000,8.798 
0.0740,175.000,7.820 
0.0742,181.000,8.798 
0.0745,187.000,7.820 
0.0747,182.000,8.798 
0.0750,178.000,7.820 
0.0752,172.000,8.798 
0.0755,182.000,8.798 
0.0758,175.000,10.753 
0.0760,187.000,11.730 
0.0763,177.000,11.730 
0.0765,180.000,11.730 
0.0768,183.000,11.730 
0.0770,189.000,11.730 
0.0772,184.000,11.730 
0.0775,183.000,11.730 
0.0777,182.000,11.730 
0.0780,184.000,9.775 
0.0782,188.000,8.798 
0.0785,178.000,11.730 
0.0787,184.000,11.730 
0.0790,177.000,11.730 
0.0793,180.000,10.753 
0.0795,186.000,10.753 
0.0798,164.000,10.753 
0.0800,174.000,10.753 
0.0803,176.000,9.775 
0.0805,173.000,8.798 
0.0808,170.000,7.820 
0.0810,186.000,7.820 
0.0812,175.000,7.820 
0.0815,180.000,7.820 
0.0817,175.000,7.820 
0.0820,181.000,7.820 
0.0822,183.000,6.843 
0.0825,179.000,7.820 
0.0828,176.000,7.820 
0.0830,174.000,7.820 
0.0833,182.000,7.820 
0.0835,187.000,7.820 
0.0838,177.000,8.798 
0.0840,184.000,8.798 
0.0843,178.000,7.820 
0.0845,177.000,7.820 
0.0847,173.000,7.820 
0.0850,175.000,7.820 
0.0852,180.000,7.820 
0.0855,193.000,8.798 
0.0857,183.000,8.798 
0.0860,173.000,9.775 
0.0862,183.000,11.730 
0.0865,180.000,11.730 
0.0868,193.000,11.730 
0.0870,178.000,11.730 
0.0873,178.000,11.730 
0.0875,168.000,10.753 
0.0878,187.000,11.730 
0.0880,177.000,10.753 
0.0882,181.000,10.753 
0.0885,180.000,10.753 
0.0887,183.000,9.775 
0.0890,182.000,7.820 
0.0892,184.000,8.798 
0.0895,179.000,7.820 
0.0897,172.000,7.820 
0.0900,180.000,7.820 
0.0903,182.000,7.820 
0.0905,185.000,7.820 
0.0908,178.000,7.820 
0.0910,186.000,8.798 
0.0913,190.000,8.798 
0.0915,183.000,8.798 
0.0918,167.000,12.708 
0.0920,182.000,11.730 
0.0922,172.000,11.730 
0.0925,182.000,10.753 
0.0927,183.000,10.753 
0.0930,179.000,9.775 
0.0932,175.000,7.820 
0.0935,188.000,6.843 
0.0938,181.000,6.843 
0.0940,178.000,7.820 
0.0943,187.000,7.820 
0.0945,184.000,7.820 
0.0948,187.000,7.820 
0.0950,182.000,7.820 
0.0953,186.000,8.798 
0.0955,174.000,8.798 
0.0957,181.000,10.753 
0.0960,185.000,11.730 
0.0962,183.000,11.730 
0.0965,176.000,10.753 
0.0967,186.000,11.730 
0.0970,183.000,11.730 
0.0972,183.000,10.753 
0.0975,178.000,10.753 
0.0978,190.000,7.820 
0.0980,187.000,7.820 
0.0983,187.000,7.820 
0.0985,175.000,6.843 
0.0988,167.000,7.820 
0.0990,181.000,6.843 
0.0993,185.000,7.820 
0.0995,181.000,7.820 
0.0997,180.000,6.843 
0.1000,182.000,8.798 
0.1002,190.000,8.798 
0.1005,171.000,8.798 
0.1007,175.000,8.798 
0.1010,175.000,8.798 
0.1013,177.000,8.798 
0.1015,181.000,11.730 
0.1018,180.000,11.730 
0.1020,181.000,11.730 
0.1023,180.000,10.753 
0.1025,173.000,10.753 
0.1028,171.000,10.753 
0.1030,180.000,10.753 
0.1032,186.000,10.753 
0.1035,182.000,7.820 
0.1037,180.000,6.843 
0.1040,179.000,6.843 
0.1042,184.000,7.820 
0.1045,192.000,7.820 
0.1047,169.000,7.820 
0.1050,178.000,7.820 
0.1053,184.000,6.843 
0.1055,173.000,6.843 
0.1058,182.000,7.820 
0.1060,183.000,7.820 
0.1063,184.000,7.820 
0.1065,183.000,6.843 
0.1067,181.000,7.820 
0.1070,173.000,7.820 
0.1072,175.000,7.820 
0.1075,185.000,8.798 
0.1077,170.000,9.775 
0.1080,179.000,8.798 
0.1082,186.000,8.798 
0.1085,177.000,8.798 
0.1088,179.000,8.798 
0.1090,184.000,8.798 
0.1093,169.000,9.775 
0.1095,181.000,11.730 
0.1098,181.000,11.730 
0.1100,172.000,8.798 
0.1103,172.000,11.730 
0.1105,173.000,12.708 
0.1107,175.000,11.730 
0.1110,183.000,11.730 
0.1112,183.000,11.730 
0.1115,177.000,8.798 
0.1117,170.000,8.798 
0.1120,175.000,8.798 
0.1123,184.000,10.753 
0.1125,178.000,11.730 
0.1128,184.000,10.753 
0.1130,184.000,10.753 
0.1133,181.000,9.775 
0.1135,178.000,7.820 
0.1138,173.000,7.820 
0.1140,183.000,8.798 
0.1142,183.000,7.820 
0.1145,179.000,6.843 
0.1147,176.000,7.820 
0.1150,178.000,7.820 
0.1152,188.000,7.820 
0.1155,183.000,7.820 
0.1157,181.000,7.820 
0.1160,189.000,7.820 
0.1163,179.000,7.820 
0.1165,176.000,7.820 
0.1168,181.000,7.820 
0.1170,174.000,7.820 
0.1173,186.000,7.820 
0.1175,183.000,6.843 
0.1177,180.000,7.820 
0.1180,177.000,7.820 
0.1182,174.000,8.798 
0.1185,177.000,8.798 
0.1187,191.000,8.798 
0.1190,175.000,9.775 
0.1192,180.000,11.730 
0.1195,180.000,11.730 
0.1198,180.000,10.753 
0.1200,193.000,11.730 
0.1203,186.000,11.730 
0.1205,175.000,10.753 
0.1208,184.000,9.775 
0.1210,183.000,10.753 
0.1213,192.000,7.820 
0.1215,177.000,7.820 
0.1217,172.000,7.820 
0.1220,184.000,6.843 
0.1222,177.000,6.843 
0.1225,181.000,7.820 
0.1227,177.000,7.820 
0.1230,180.000,7.820 
0.1233,179.000,7.820 
0.1235,191.000,8.798 
0.1238,177.000,7.820 
0.1240,188.000,7.820 
0.1243,175.000,7.820 
0.1245,174.000,8.798 
0.1248,180.000,7.820 
0.1250,184.000,8.798 
0.1252,188.000,8.798 
0.1255,177.000,11.730 
0.1258,174.000,10.753 
0.1260,188.000,11.730 
0.1262,173.000,10.753 
0.1265,171.000,8.798 
0.1268,184.000,9.775 
0.1270,186.000,7.820 
0.1273,170.000,7.820 
0.1275,178.000,7.820 
0.1277,178.000,7.820 
0.1280,180.000,7.820 
0.1283,177.000,7.820 
0.1285,179.000,6.843 
0.1287,178.000,7.820 
0.1290,185.000,7.820 
0.1293,183.000,7.820 
0.1295,183.000,7.820 
0.1297,188.000,7.820 
0.1300,177.000,8.798 
0.1303,178.000,7.820 
0.1305,189.000,8.798 
0.1308,195.000,8.798 
0.1310,182.000,7.820 
0.1312,189.000,8.798 
0.1315,182.000,9.775 
0.1318,176.000,10.753 
0.1320,172.000,11.730 
0.1322,180.000,11.730 
0.1325,171.000,11.730 
0.1328,178.000,11.730 
0.1330,185.000,10.753 
0.1332,182.000,10.753 
0.1335,182.000,11.730 
0.1338,176.000,10.753 
0.1340,182.000,10.753 
0.1343,177.000,10.753 
0.1345,187.000,10.753 
0.1347,180.000,10.753 
0.1350,177.000,7.820 
0.1353,182.000,7.820 
0.1355,184.000,8.798 
0.1357,180.000,7.820 
0.1360,177.000,7.820 
0.1363,182.000,7.820 
0.1365,170.000,7.820 
0.1367,177.000,7.820 
0.1370,183.000,8.798 
0.1373,181.000,8.798 
0.1375,185.000,8.798 
0.1377,189.000,11.730 
0.1380,184.000,11.730 
0.1382,181.000,10.753 
0.1385,189.000,10.753 
0.1388,184.000,11.730 
0.1390,192.000,10.753 
0.1392,178.000,10.753 
0.1395,183.000,11.730 
0.1398,187.000,11.730 
0.1400,183.000,8.798 
0.1402,185.000,8.798 
0.1405,184.000,8.798 
0.1408,178.000,7.820 
0.1410,183.000,7.820 
0.1412,194.000,7.820 
0.1415,188.000,7.820 
0.1417,170.000,7.820 
0.1420,174.000,7.820 
0.1423,187.000,7.820 
0.1425,179.000,7.820 
0.1427,169.000,7.820 
0.1430,191.000,8.798 
0.1433,170.000,7.820 
0.1435,173.000,8.798 
0.1437,189.000,7.820 
0.1440,176.000,7.820 
0.1443,176.000,7.820 
0.1445,171.000,8.798 
0.1447,179.000,8.798 
0.1450,187.000,8.798 
0.1452,174.000,11.730 
0.1455,177.000,11.730 
0.1458,169.000,11.730 
0.1460,181.000,11.730 
0.1462,185.000,10.753 
0.1465,184.000,10.753 
0.1468,168.000,6.843 
0.1470,195.000,6.843 
0.1472,172.000,6.843 
0.1475,168.000,7.820 
0.1478,182.000,7.820 
0.1480,173.000,7.820 
0.1482,208.000,8.798 
0.1485,176.000,8.798 
0.1488,168.000,7.820 
0.1490,200.000,8.798 
0.1493,179.000,8.798 
0.1495,188.000,8.798 
0.1497,173.000,9.775 
0.1500,163.000,10.753 
0.1503,203.000,8.798 
0.1505,167.000,8.798 
0.1507,202.000,8.798 
0.1510,178.000,11.730 
0.1513,161.000,11.730 
0.1515,200.000,10.753 
0.1517,161.000,7.820 
0.1520,196.000,6.843 
0.1523,191.000,6.843 
0.1525,167.000,6.843 
0.1528,205.000,6.843 
0.1530,168.000,7.820 
0.1532,208.000,7.820 
0.1535,183.000,7.820 
0.1538,156.000,7.820 
0.1540,194.000,10.753 
0.1542,173.000,10.753 
0.1545,187.000,10.753 
0.1548,188.000,10.753 
0.1550,160.000,10.753 
0.1552,195.000,11.730 
0.1555,169.000,10.753 
0.1558,175.000,10.753 
0.1560,195.000,11.730 
0.1562,139.000,10.753 
0.1565,192.000,11.730 
0.1567,176.000,11.730 
0.1570,166.000,10.753 
0.1573,214.000,10.753 
0.1575,150.000,10.753 
0.1577,201.000,10.753 
0.1580,177.000,10.753 
0.1583,172.000,10.753 
0.1585,204.000,7.820 
0.1587,165.000,7.820 
0.1590,200.000,7.820 
0.1593,185.000,6.843 
0.1595,175.000,7.820 
0.1597,191.000,6.843 
0.1600,182.000,7.820 
0.1602,172.000,6.843 
0.1605,173.000,6.843 
0.1608,206.000,7.820 
0.1610,172.000,6.843 
0.1612,175.000,7.820 
0.1615,171.000,7.820 
0.1618,179.000,7.820 
0.1620,188.000,7.820 
0.1622,169.000,7.820 
0.1625,187.000,6.843 
0.1628,173.000,7.820 
0.1630,188.000,7.820 
0.1632,189.000,8.798 
0.1635,165.000,7.820 
0.1637,186.000,7.820 
0.1640,178.000,7.820 
0.1643,190.000,7.820 
0.1645,169.000,6.843 
0.1647,192.000,8.798 
0.1650,171.000,7.820 
0.1653,189.000,7.820 
0.1655,181.000,7.820 
0.1657,183.000,8.798 
0.1660,186.000,7.820 
0.1663,183.000,7.820 
0.1665,171.000,7.820 
0.1667,181.000,7.820 
0.1670,180.000,7.820 
0.1673,196.000,7.820 
0.1675,172.000,7.820 
0.1678,194.000,7.820 
0.1680,161.000,8.798 
0.1682,189.000,7.820 
0.1685,164.000,7.820 
0.1688,177.000,7.820 
0.1690,184.000,6.843 
0.1692,160.000,7.820 
0.1695,196.000,7.820 
0.1698,166.000,10.753 
0.1700,190.000,11.730 
0.1702,172.000,10.753 
0.1705,182.000,11.730 
0.1708,183.000,10.753 
0.1710,178.000,10.753 
0.1713,170.000,10.753 
0.1715,179.000,11.730 
0.1717,198.000,11.730 
0.1720,180.000,10.753 
0.1723,185.000,11.730 
0.1725,175.000,11.730 
0.1727,184.000,11.730 
0.1730,186.000,8.798 
0.1733,183.000,8.798 
0.1735,191.000,8.798 
0.1737,179.000,8.798 
0.1740,179.000,8.798 
0.1743,180.000,7.820 
0.1745,186.000,7.820 
0.1748,187.000,8.798 
0.1750,182.000,7.820 
0.1752,183.000,6.843 
0.1755,173.000,7.820 
0.1758,183.000,8.798 
0.1760,178.000,9.775 
0.1762,178.000,10.753 
0.1765,181.000,10.753 
0.1768,185.000,10.753 
0.1770,174.000,11.730 
0.1772,165.000,10.753 
0.1775,182.000,11.730 
0.1778,183.000,10.753 
0.1780,181.000,11.730 
0.1782,174.000,8.798 
0.1785,185.000,8.798 
0.1787,186.000,7.820 
0.1790,177.000,7.820 
0.1793,186.000,7.820 
0.1795,188.000,7.820 
0.1797,172.000,6.843 
0.1800,190.000,7.820 
0.1803,188.000,9.775 
0.1805,185.000,10.753 
0.1807,173.000,10.753 
0.1810,189.000,10.753 
0.1813,182.000,10.753 
0.1815,179.000,10.753 
0.1817,178.000,10.753 
0.1820,178.000,11.730 
0.1822,184.000,8.798 
0.1825,173.000,8.798 
0.1828,183.000,8.798 
0.1830,184.000,8.798 
0.1832,179.000,7.820 
0.1835,182.000,7.820 
0.1838,181.000,7.820 
0.1840,187.000,8.798 
0.1842,178.000,7.820 
0.1845,180.000,7.820 
0.1848,177.000,7.820 
0.1850,183.000,6.843 
0.1852,188.000,6.843 
0.1855,183.000,7.820 
0.1857,184.000,7.820 
0.1860,181.000,10.753 
0.1863,178.000,11.730 
0.1865,174.000,11.730 
0.1867,171.000,10.753 
0.1870,187.000,11.730 
0.1873,177.000,9.775 
0.1875,177.000,8.798 
0.1877,192.000,8.798 
0.1880,182.000,8.798 
0.1883,166.000,8.798 
0.1885,169.000,7.820 
0.1887,183.000,7.820 
0.1890,181.000,6.843 
0.1893,173.000,6.843 
0.1895,183.000,7.820 
0.1898,178.000,7.820 
0.1900,172.000,7.820 
0.1902,169.000,7.820 
0.1905,185.000,7.820 
0.1908,190.000,7.820 
0.1910,183.000,7.820 
0.1912,188.000,7.820 
0.1915,174.000,7.820 
0.1918,171.000,7.820 
0.1920,178.000,7.820 
0.1922,181.000,6.843 
0.1925,176.000,7.820 
0.1928,186.000,6.843 
0.1930,175.000,7.820 
0.1933,179.000,9.775 
0.1935,181.000,10.753 
0.1937,171.000,10.753 
0.1940,179.000,9.775 
0.1943,180.000,7.820 
0.1945,178.000,7.820 
0.1947,182.000,6.843 
0.1950,173.000,7.820 
0.1953,177.000,9.775 
0.1955,186.000,11.730 
0.1957,178.000,10.753 
0.1960,180.000,10.753 
0.1963,177.000,11.730 
0.1965,175.000,11.730 
0.1968,168.000,11.730 
0.1970,183.000,11.730 
0.1972,172.000,8.798 
0.1975,182.000,7.820 
0.1978,180.000,7.820 
0.1980,183.000,7.820 
0.1982,180.000,8.798 
0.1985,179.000,7.820 
0.1988,175.000,7.820 
0.1990,179.000,8.798 
0.1992,178.000,7.820 
0.1995,174.000,7.820 
0.1998,168.000,7.820 
0.2000,174.000,7.820 
0.2002,165.000,7.820 
0.2005,183.000,7.820 
0.2007,181.000,7.820 
0.2010,169.000,7.820 
0.2013,191.000,7.820 
0.2015,179.000,7.820 
0.2017,177.000,7.820 
0.2020,180.000,7.820 
0.2023,172.000,6.843 
0.2025,183.000,7.820 
0.2027,173.000,7.820 
0.2030,184.000,7.820 
0.2033,182.000,7.820 
0.2035,193.000,7.820 
0.2037,181.000,7.820 
0.2040,171.000,7.820 
0.2042,187.000,10.753 
0.2045,179.000,11.730 
0.2048,182.000,10.753 
0.2050,171.000,10.753 
0.2052,178.000,8.798 
0.2055,182.000,10.753 
0.2058,186.000,9.775 
0.2060,184.000,10.753 
0.2062,180.000,10.753 
0.2065,190.000,7.820 
0.2068,178.000,6.843 
0.2070,187.000,7.820 
0.2072,190.000,6.843 
0.2075,179.000,7.820 
0.2077,185.000,7.820 
0.2080,189.000,6.843 
0.2083,187.000,7.820 
0.2085,184.000,8.798 
0.2087,184.000,8.798 
0.2090,172.000,8.798 
0.2093,193.000,8.798 
0.2095,176.000,9.775 
0.2097,193.000,9.775 
0.2100,171.000,11.730 
0.2103,177.000,10.753 
0.2105,201.000,11.730 
0.2107,175.000,10.753 
0.2110,191.000,10.753 
0.2113,178.000,10.753 
0.2115,181.000,10.753 
0.2118,192.000,10.753 
0.2120,178.000,10.753 
0.2122,192.000,10.753 
0.2125,179.000,10.753 
0.2128,179.000,10.753 
0.2130,191.000,10.753 
0.2132,176.000,10.753 
0.2135,194.000,10.753 
0.2138,170.000,10.753 
0.2140,177.000,10.753 
0.2142,179.000,10.753 
0.2145,165.000,9.775 
0.2148,182.000,9.775 
0.2150,176.000,7.820 
0.2153,183.000,7.820 
0.2155,186.000,7.820 
0.2157,169.000,7.820 
0.2160,180.000,7.820 
0.2163,174.000,7.820 
0.2165,178.000,7.820 
0.2167,186.000,7.820 
0.2170,171.000,7.820 
0.2173,182.000,7.820 
0.2175,175.000,7.820 
0.2177,178.000,7.820 
0.2180,187.000,7.820 
0.2183,181.000,7.820 
0.2185,186.000,6.843 
0.2188,166.000,7.820 
0.2190,188.000,7.820 
0.2192,191.000,7.820 
0.2195,173.000,7.820 
0.2198,183.000,8.798 
0.2200,181.000,8.798 
0.2202,174.000,8.798 
0.2205,182.000,8.798 
0.2208,183.000,8.798 
0.2210,178.000,8.798 
0.2212,186.000,8.798 
0.2215,183.000,11.730 
0.2218,181.000,8.798 
0.2220,182.000,8.798 
0.2222,174.000,11.730 
0.2225,183.000,11.730 
0.2227,173.000,11.730 
0.2230,189.000,10.753 
0.2233,169.000,10.753 
0.2235,183.000,7.820 
0.2237,188.000,7.820 
0.2240,162.000,7.820 
0.2243,180.000,7.820 
0.2245,185.000,7.820 
0.2247,183.000,7.820 
0.2250,179.000,7.820 
0.2253,183.000,8.798 
0.2255,179.000,8.798 
0.2257,170.000,7.820 
0.2260,178.000,8.798 
0.2262,184.000,8.798 
0.2265,184.000,8.798 
0.2268,177.000,9.775 
0.2270,185.000,11.730 
0.2272,174.000,12.708 
0.2275,167.000,10.753 
0.2278,183.000,10.753 
0.2280,181.000,11.730 
0.2282,183.000,11.730 
0.2285,171.000,11.730 
0.2288,188.000,10.753 
0.2290,189.000,10.753 
0.2292,169.000,10.753 
0.2295,184.000,10.753 
0.2298,185.000,7.820 
0.2300,185.000,6.843 
0.2303,186.000,7.820 
0.2305,166.000,7.820 
0.2307,190.000,7.820 
0.2310,171.000,7.820 
0.2313,192.000,7.820 
0.2315,187.000,7.820 
0.2317,183.000,7.820 
0.2320,182.000,7.820 
0.2323,176.000,7.820 
0.2325,174.000,7.820 
0.2327,180.000,7.820 
0.2330,184.000,11.730 
0.2333,174.000,12.708 
0.2335,182.000,11.730 
0.2338,183.000,11.730 
0.2340,190.000,11.730 
0.2342,183.000,10.753 
0.2345,188.000,10.753 
0.2348,166.000,8.798 
0.2350,186.000,7.820 
0.2352,176.000,7.820 
0.2355,178.000,7.820 
0.2358,191.000,7.820 
0.2360,179.000,7.820 
0.2362,178.000,8.798 
0.2365,186.000,8.798 
0.2368,188.000,7.820 
0.2370,173.000,8.798 
0.2373,182.000,8.798 
0.2375,190.000,11.730 
0.2377,182.000,10.753 
0.2380,177.000,10.753 
0.2383,176.000,9.775 
0.2385,186.000,10.753 
0.2387,178.000,6.843 
0.2390,185.000,7.820 
0.2393,192.000,7.820 
0.2395,181.000,7.820 
0.2397,184.000,8.798 
0.2400,190.000,7.820 
0.2403,195.000,8.798 
0.2405,185.000,8.798 
0.2407,175.000,10.753 
0.2410,170.000,10.753 
0.2412,184.000,10.753 
0.2415,187.000,10.753 
0.2418,185.000,7.820 
0.2420,195.000,6.843 
0.2422,189.000,7.820 
0.2425,186.000,7.820 
0.2428,191.000,7.820 
0.2430,184.000,7.820 
0.2432,168.000,7.820 
0.2435,176.000,7.820 
0.2438,177.000,8.798 
0.2440,184.000,11.730 
0.2442,177.000,10.753 
0.2445,183.000,10.753 
0.2447,176.000,8.798 
0.2450,192.000,7.820 
0.2453,188.000,8.798 
0.2455,177.000,7.820 
0.2457,175.000,7.820 
0.2460,182.000,7.820 
0.2463,189.000,7.820 
0.2465,172.000,7.820 
0.2467,181.000,7.820 
0.2470,176.000,8.798 
0.2473,183.000,8.798 
0.2475,180.000,10.753 
0.2477,191.000,11.730 
0.2480,175.000,11.730 
0.2482,182.000,11.730 
0.2485,178.000,10.753 
0.2488,189.000,7.820 
