Time [s],Acceleration [mg],Time [s],Force [N]  
1.213000,0.000,0.606500,49.853 
1.213500,0.000,0.606750,49.853 
1.214000,0.000,0.607000,52.786 
1.214500,0.000,0.607250,52.786 
1.215000,0.000,0.607500,51.808 
1.215500,0.000,0.607750,48.876 
1.216000,0.000,0.608000,47.898 
1.216500,0.000,0.608250,48.876 
1.217000,0.000,0.608500,48.876 
1.217500,0.000,0.608750,48.876 
1.218000,0.000,0.609000,48.876 
1.218500,0.000,0.609250,52.786 
1.219000,0.000,0.609500,51.808 
1.219500,0.000,0.609750,51.808 
1.220000,0.000,0.610000,47.898 
1.220500,0.000,0.610250,47.898 
1.221000,0.000,0.610500,48.876 
1.221500,0.000,0.610750,48.876 
1.222000,0.000,0.611000,48.876 
1.222500,0.000,0.611250,48.876 
1.223000,0.000,0.611500,49.853 
1.223500,0.000,0.611750,52.786 
1.224000,0.000,0.612000,52.786 
1.224500,0.000,0.612250,51.808 
1.225000,0.000,0.612500,51.808 
1.225500,0.000,0.612750,48.876 
1.226000,0.000,0.613000,47.898 
1.226500,0.000,0.613250,48.876 
1.227000,0.000,0.613500,48.876 
1.227500,0.000,0.613750,47.898 
1.228000,0.000,0.614000,48.876 
1.228500,0.000,0.614250,48.876 
1.229000,0.000,0.614500,48.876 
1.229500,0.000,0.614750,49.853 
1.230000,0.000,0.615000,52.786 
1.230500,0.000,0.615250,52.786 
1.231000,0.000,0.615500,50.831 
1.231500,0.000,0.615750,47.898 
1.232000,0.000,0.616000,48.876 
1.232500,0.000,0.616250,48.876 
1.233000,0.000,0.616500,48.876 
1.233500,0.000,0.616750,48.876 
1.234000,0.000,0.617000,48.876 
1.234500,0.000,0.617250,48.876 
1.235000,0.000,0.617500,48.876 
1.235500,0.000,0.617750,48.876 
1.236000,0.000,0.618000,49.853 
1.236500,0.000,0.618250,52.786 
1.237000,0.000,0.618500,51.808 
1.237500,0.000,0.618750,51.808 
1.238000,0.000,0.619000,51.808 
1.238500,0.000,0.619250,50.831 
1.239000,0.000,0.619500,47.898 
1.239500,0.000,0.619750,47.898 
1.240000,0.000,0.620000,47.898 
1.240500,0.000,0.620250,48.876 
1.241000,0.000,0.620500,48.876 
1.241500,0.000,0.620750,49.853 
1.242000,0.000,0.621000,48.876 
1.242500,0.000,0.621250,52.786 
1.243000,0.000,0.621500,51.808 
1.243500,0.000,0.621750,51.808 
1.244000,0.000,0.622000,51.808 
1.244500,0.000,0.622250,48.876 
1.245000,0.000,0.622500,47.898 
1.245500,0.000,0.622750,48.876 
1.246000,0.000,0.623000,47.898 
1.246500,0.000,0.623250,48.876 
1.247000,0.000,0.623500,49.853 
1.247500,0.000,0.623750,49.853 
1.248000,0.000,0.624000,49.853 
1.248500,0.000,0.624250,52.786 
1.249000,0.000,0.624500,52.786 
1.249500,0.000,0.624750,52.786 
1.250000,0.000,0.625000,51.808 
1.250500,0.000,0.625250,51.808 
1.251000,0.000,0.625500,48.876 
1.251500,0.000,0.625750,49.853 
1.252000,0.000,0.626000,48.876 
1.252500,0.000,0.626250,48.876 
1.253000,0.000,0.626500,48.876 
1.253500,0.000,0.626750,48.876 
1.254000,0.000,0.627000,49.853 
1.254500,0.000,0.627250,48.876 
1.255000,0.000,0.627500,49.853 
1.255500,0.000,0.627750,49.853 
1.256000,0.000,0.628000,52.786 
1.256500,0.000,0.628250,51.808 
1.257000,0.000,0.628500,51.808 
1.257500,0.000,0.628750,48.876 
1.258000,0.000,0.629000,47.898 
1.258500,0.000,0.629250,48.876 
1.259000,0.000,0.629500,49.853 
1.259500,0.000,0.629750,49.853 
1.260000,0.000,0.630000,51.808 
1.260500,0.000,0.630250,51.808 
1.261000,0.000,0.630500,47.898 
1.261500,0.000,0.630750,48.876 
1.262000,0.000,0.631000,48.876 
1.262500,0.000,0.631250,48.876 
1.263000,0.000,0.631500,48.876 
1.263500,0.000,0.631750,52.786 
1.264000,0.000,0.632000,47.898 
1.264500,0.000,0.632250,48.876 
1.265000,0.000,0.632500,48.876 
1.265500,0.000,0.632750,48.876 
1.266000,0.000,0.633000,52.786 
1.266500,0.000,0.633250,51.808 
1.267000,0.000,0.633500,47.898 
1.267500,0.000,0.633750,48.876 
1.268000,0.000,0.634000,48.876 
1.268500,0.000,0.634250,49.853 
1.269000,0.000,0.634500,52.786 
1.269500,0.000,0.634750,51.808 
1.270000,0.000,0.635000,47.898 
1.270500,0.000,0.635250,47.898 
1.271000,0.000,0.635500,49.853 
1.271500,0.000,0.635750,49.853 
1.272000,0.000,0.636000,51.808 
1.272500,0.000,0.636250,47.898 
1.273000,0.000,0.636500,47.898 
1.273500,0.000,0.636750,48.876 
1.274000,0.000,0.637000,48.876 
1.274500,0.000,0.637250,52.786 
1.275000,0.000,0.637500,51.808 
1.275500,0.000,0.637750,47.898 
1.276000,0.000,0.638000,47.898 
1.276500,0.000,0.638250,47.898 
1.277000,0.000,0.638500,49.853 
1.277500,0.000,0.638750,52.786 
1.278000,0.000,0.639000,49.853 
1.278500,0.000,0.639250,48.876 
1.279000,0.000,0.639500,48.876 
1.279500,0.000,0.639750,48.876 
1.280000,0.000,0.640000,48.876 
1.280500,0.000,0.640250,51.808 
1.281000,0.000,0.640500,51.808 
1.281500,0.000,0.640750,47.898 
1.282000,0.000,0.641000,47.898 
1.282500,0.000,0.641250,47.898 
1.283000,0.000,0.641500,48.876 
1.283500,0.000,0.641750,48.876 
1.284000,0.000,0.642000,48.876 
1.284500,0.000,0.642250,52.786 
1.285000,0.000,0.642500,52.786 
1.285500,0.000,0.642750,51.808 
1.286000,0.000,0.643000,47.898 
1.286500,0.000,0.643250,47.898 
1.287000,0.000,0.643500,48.876 
1.287500,0.000,0.643750,49.853 
1.288000,0.000,0.644000,49.853 
1.288500,0.000,0.644250,49.853 
1.289000,0.000,0.644500,52.786 
1.289500,0.000,0.644750,52.786 
1.290000,0.000,0.645000,51.808 
1.290500,0.000,0.645250,51.808 
1.291000,0.000,0.645500,49.853 
1.291500,0.000,0.645750,47.898 
1.292000,0.000,0.646000,48.876 
1.292500,0.000,0.646250,48.876 
1.293000,0.000,0.646500,48.876 
1.293500,0.000,0.646750,48.876 
1.294000,0.000,0.647000,48.876 
1.294500,0.000,0.647250,49.853 
1.295000,0.000,0.647500,51.808 
1.295500,0.000,0.647750,51.808 
1.296000,0.000,0.648000,47.898 
1.296500,0.000,0.648250,47.898 
1.297000,0.000,0.648500,48.876 
1.297500,0.000,0.648750,47.898 
1.298000,0.000,0.649000,48.876 
1.298500,0.000,0.649250,49.853 
1.299000,0.000,0.649500,52.786 
1.299500,0.000,0.649750,51.808 
1.300000,0.000,0.650000,49.853 
1.300500,0.000,0.650250,47.898 
1.301000,0.000,0.650500,48.876 
1.301500,0.000,0.650750,48.876 
1.302000,0.000,0.651000,48.876 
1.302500,0.000,0.651250,49.853 
1.303000,0.000,0.651500,51.808 
1.303500,0.000,0.651750,49.853 
1.304000,0.000,0.652000,47.898 
1.304500,0.000,0.652250,48.876 
1.305000,0.000,0.652500,48.876 
1.305500,0.000,0.652750,47.898 
1.306000,0.000,0.653000,47.898 
1.306500,0.000,0.653250,48.876 
1.307000,0.000,0.653500,49.853 
1.307500,0.000,0.653750,49.853 
1.308000,0.000,0.654000,51.808 
1.308500,0.000,0.654250,51.808 
1.309000,0.000,0.654500,50.831 
1.309500,0.000,0.654750,48.876 
1.310000,0.000,0.655000,48.876 
1.310500,0.000,0.655250,48.876 
1.311000,0.000,0.655500,48.876 
1.311500,0.000,0.655750,48.876 
1.312000,0.000,0.656000,48.876 
1.312500,0.000,0.656250,51.808 
1.313000,0.000,0.656500,51.808 
1.313500,0.000,0.656750,51.808 
1.314000,0.000,0.657000,47.898 
1.314500,0.000,0.657250,48.876 
1.315000,0.000,0.657500,48.876 
1.315500,0.000,0.657750,48.876 
1.316000,0.000,0.658000,49.853 
1.316500,0.000,0.658250,52.786 
1.317000,0.000,0.658500,52.786 
1.317500,0.000,0.658750,51.808 
1.318000,0.000,0.659000,47.898 
1.318500,0.000,0.659250,47.898 
1.319000,0.000,0.659500,47.898 
1.319500,0.000,0.659750,48.876 
1.320000,0.000,0.660000,48.876 
1.320500,0.000,0.660250,48.876 
1.321000,0.000,0.660500,52.786 
1.321500,0.000,0.660750,51.808 
1.322000,0.000,0.661000,47.898 
1.322500,0.000,0.661250,48.876 
1.323000,0.000,0.661500,47.898 
1.323500,0.000,0.661750,49.853 
1.324000,0.000,0.662000,48.876 
1.324500,0.000,0.662250,48.876 
1.325000,0.000,0.662500,49.853 
1.325500,0.000,0.662750,50.831 
1.326000,0.000,0.663000,51.808 
1.326500,0.000,0.663250,51.808 
1.327000,0.000,0.663500,51.808 
1.327500,0.000,0.663750,48.876 
1.328000,0.000,0.664000,47.898 
1.328500,0.000,0.664250,48.876 
1.329000,0.000,0.664500,48.876 
1.329500,0.000,0.664750,48.876 
1.330000,0.000,0.665000,49.853 
1.330500,0.000,0.665250,48.876 
1.331000,0.000,0.665500,52.786 
1.331500,0.000,0.665750,52.786 
1.332000,0.000,0.666000,51.808 
1.332500,0.000,0.666250,48.876 
1.333000,0.000,0.666500,48.876 
1.333500,0.000,0.666750,48.876 
1.334000,0.000,0.667000,48.876 
1.334500,0.000,0.667250,48.876 
1.335000,0.000,0.667500,49.853 
1.335500,0.000,0.667750,52.786 
1.336000,0.000,0.668000,51.808 
1.336500,0.000,0.668250,50.831 
1.337000,0.000,0.668500,48.876 
1.337500,0.000,0.668750,47.898 
1.338000,0.000,0.669000,48.876 
1.338500,0.000,0.669250,48.876 
1.339000,0.000,0.669500,49.853 
1.339500,0.000,0.669750,49.853 
1.340000,0.000,0.670000,52.786 
1.340500,0.000,0.670250,51.808 
1.341000,0.000,0.670500,52.786 
1.341500,0.000,0.670750,47.898 
1.342000,0.000,0.671000,48.876 
1.342500,0.000,0.671250,48.876 
1.343000,0.000,0.671500,48.876 
1.343500,0.000,0.671750,49.853 
1.344000,0.000,0.672000,48.876 
1.344500,0.000,0.672250,52.786 
1.345000,0.000,0.672500,51.808 
1.345500,0.000,0.672750,52.786 
1.346000,0.000,0.673000,50.831 
1.346500,0.000,0.673250,48.876 
1.347000,0.000,0.673500,48.876 
1.347500,0.000,0.673750,47.898 
1.348000,0.000,0.674000,47.898 
1.348500,0.000,0.674250,48.876 
1.349000,0.000,0.674500,47.898 
1.349500,0.000,0.674750,48.876 
1.350000,0.000,0.675000,48.876 
1.350500,0.000,0.675250,52.786 
1.351000,0.000,0.675500,51.808 
1.351500,0.000,0.675750,51.808 
1.352000,0.000,0.676000,47.898 
1.352500,0.000,0.676250,48.876 
1.353000,0.000,0.676500,47.898 
1.353500,0.000,0.676750,48.876 
1.354000,0.000,0.677000,48.876 
1.354500,0.000,0.677250,48.876 
1.355000,0.000,0.677500,49.853 
1.355500,0.000,0.677750,51.808 
1.356000,0.000,0.678000,52.786 
1.356500,0.000,0.678250,51.808 
1.357000,0.000,0.678500,47.898 
1.357500,0.000,0.678750,48.876 
1.358000,0.000,0.679000,48.876 
1.358500,0.000,0.679250,47.898 
1.359000,0.000,0.679500,48.876 
1.359500,0.000,0.679750,48.876 
1.360000,0.000,0.680000,49.853 
1.360500,0.000,0.680250,48.876 
1.361000,0.000,0.680500,49.853 
1.361500,0.000,0.680750,52.786 
1.362000,0.000,0.681000,51.808 
1.362500,0.000,0.681250,52.786 
1.363000,0.000,0.681500,51.808 
1.363500,0.000,0.681750,48.876 
1.364000,0.000,0.682000,48.876 
1.364500,0.000,0.682250,47.898 
1.365000,0.000,0.682500,48.876 
1.365500,0.000,0.682750,48.876 
1.366000,0.000,0.683000,49.853 
1.366500,0.000,0.683250,52.786 
1.367000,0.000,0.683500,51.808 
1.367500,0.000,0.683750,51.808 
1.368000,0.000,0.684000,48.876 
1.368500,0.000,0.684250,47.898 
1.369000,0.000,0.684500,48.876 
1.369500,0.000,0.684750,48.876 
1.370000,0.000,0.685000,49.853 
1.370500,0.000,0.685250,52.786 
1.371000,0.000,0.685500,52.786 
1.371500,0.000,0.685750,52.786 
1.372000,0.000,0.686000,51.808 
1.372500,0.000,0.686250,47.898 
1.373000,0.000,0.686500,47.898 
1.373500,0.000,0.686750,48.876 
1.374000,0.000,0.687000,48.876 
1.374500,0.000,0.687250,48.876 
1.375000,0.000,0.687500,49.853 
1.375500,0.000,0.687750,51.808 
1.376000,0.000,0.688000,51.808 
1.376500,0.000,0.688250,51.808 
1.377000,0.000,0.688500,50.831 
1.377500,0.000,0.688750,54.741 
1.378000,0.000,0.689000,62.561 
1.378500,0.000,0.689250,74.291 
1.379000,0.000,0.689500,88.954 
1.379500,0.000,0.689750,101.662 
1.380000,0.000,0.690000,117.302 
1.380500,0.000,0.690250,113.392 
1.381000,0.000,0.690500,107.527 
1.381500,0.000,0.690750,101.662 
1.382000,0.000,0.691000,91.887 
1.382500,0.000,0.691250,86.999 
1.383000,0.000,0.691500,76.246 
1.383500,0.000,0.691750,72.336 
1.384000,0.000,0.692000,71.359 
1.384500,0.000,0.692250,70.381 
1.385000,0.000,0.692500,66.471 
1.385500,0.000,0.692750,66.471 
1.386000,0.000,0.693000,68.426 
1.386500,0.000,0.693250,69.404 
1.387000,0.000,0.693500,64.516 
1.387500,0.000,0.693750,63.539 
1.388000,0.000,0.694000,64.516 
1.388500,0.000,0.694250,66.471 
1.389000,0.000,0.694500,65.494 
1.389500,0.000,0.694750,66.471 
1.390000,0.000,0.695000,63.539 
1.390500,0.000,0.695250,68.426 
1.391000,0.000,0.695500,107.527 
1.391500,0.000,0.695750,142.717 
1.392000,0.000,0.696000,138.807 
1.392500,0.000,0.696250,135.875 
1.393000,0.000,0.696500,180.841 
1.393500,0.000,0.696750,203.324 
1.394000,0.000,0.697000,255.132 
1.394500,0.000,0.697250,320.626 
1.395000,0.000,0.697500,379.277 
1.395500,0.000,0.697750,438.905 
1.396000,0.000,0.698000,462.366 
1.396500,0.000,0.698250,467.253 
1.397000,0.000,0.698500,359.726 
1.397500,0.000,0.698750,305.963 
1.398000,0.000,0.699000,196.481 
1.398500,0.000,0.699250,332.356 
1.399000,0.000,0.699500,215.054 
1.399500,0.000,0.699750,235.582 
1.400000,0.000,0.700000,200.391 
1.400500,0.000,0.700250,139.785 
1.401000,0.000,0.700500,124.145 
1.401500,0.000,0.700750,170.088 
1.402000,0.000,0.701000,149.560 
1.402500,0.000,0.701250,55.718 
1.403000,0.000,0.701500,149.560 
1.403500,0.000,0.701750,129.032 
1.404000,0.000,0.702000,107.527 
1.404500,0.000,0.702250,130.987 
1.405000,0.000,0.702500,129.032 
1.405500,0.000,0.702750,124.145 
1.406000,0.000,0.703000,106.549 
1.406500,0.000,0.703250,117.302 
1.407000,0.000,0.703500,104.594 
1.407500,0.000,0.703750,94.819 
1.408000,0.000,0.704000,115.347 
1.408500,0.000,0.704250,106.549 
1.409000,0.000,0.704500,116.325 
1.409500,0.000,0.704750,112.414 
1.410000,0.000,0.705000,119.257 
1.410500,0.000,0.705250,114.369 
1.411000,0.000,0.705500,100.684 
1.411500,0.000,0.705750,104.594 
1.412000,0.000,0.706000,105.572 
1.412500,0.000,0.706250,108.504 
1.413000,0.000,0.706500,101.662 
1.413500,0.000,0.706750,106.549 
1.414000,0.000,0.707000,103.617 
1.414500,0.000,0.707250,109.482 
1.415000,0.000,0.707500,108.504 
1.415500,0.000,0.707750,109.482 
1.416000,0.000,0.708000,115.347 
1.416500,0.000,0.708250,108.504 
1.417000,0.000,0.708500,116.325 
1.417500,0.000,0.708750,115.347 
1.418000,0.000,0.709000,109.482 
1.418500,0.000,0.709250,103.617 
1.419000,0.000,0.709500,86.999 
1.419500,0.000,0.709750,88.954 
1.420000,0.000,0.710000,84.066 
1.420500,0.000,0.710250,79.179 
1.421000,0.000,0.710500,56.696 
1.421500,0.000,0.710750,66.471 
1.422000,0.000,0.711000,68.426 
1.422500,0.000,0.711250,71.359 
1.423000,0.000,0.711500,67.449 
1.423500,0.000,0.711750,65.494 
1.424000,0.000,0.712000,66.471 
1.424500,0.000,0.712250,60.606 
1.425000,0.000,0.712500,65.494 
1.425500,0.000,0.712750,65.494 
1.426000,0.000,0.713000,64.516 
1.426500,0.000,0.713250,59.629 
1.427000,0.000,0.713500,57.674 
1.427500,0.000,0.713750,62.561 
1.428000,0.000,0.714000,68.426 
1.428500,0.000,0.714250,73.314 
1.429000,0.000,0.714500,79.179 
1.429500,0.000,0.714750,85.044 
1.430000,0.000,0.715000,86.999 
1.430500,0.000,0.715250,89.932 
1.431000,0.000,0.715500,100.684 
1.431500,0.000,0.715750,114.369 
1.432000,0.000,0.716000,124.145 
1.432500,0.000,0.716250,130.010 
1.433000,0.000,0.716500,138.807 
1.433500,0.000,0.716750,142.717 
1.434000,0.000,0.717000,147.605 
1.434500,0.000,0.717250,147.605 
1.435000,0.000,0.717500,148.583 
1.435500,0.000,0.717750,148.583 
1.436000,0.000,0.718000,150.538 
1.436500,0.000,0.718250,150.538 
1.437000,0.000,0.718500,151.515 
1.437500,0.000,0.718750,152.493 
1.438000,0.000,0.719000,149.560 
1.438500,0.000,0.719250,146.628 
1.439000,0.000,0.719500,147.605 
1.439500,0.000,0.719750,141.740 
1.440000,0.000,0.720000,143.695 
1.440500,0.000,0.720250,142.717 
1.441000,0.000,0.720500,140.762 
1.441500,0.000,0.720750,139.785 
1.442000,0.000,0.721000,139.785 
1.442500,0.000,0.721250,138.807 
1.443000,0.000,0.721500,137.830 
1.443500,0.000,0.721750,137.830 
1.444000,0.000,0.722000,137.830 
1.444500,0.000,0.722250,137.830 
1.445000,0.000,0.722500,137.830 
1.445500,0.000,0.722750,136.852 
1.446000,0.000,0.723000,137.830 
1.446500,0.000,0.723250,136.852 
1.447000,0.000,0.723500,135.875 
1.447500,0.000,0.723750,133.920 
1.448000,0.000,0.724000,132.942 
1.448500,0.000,0.724250,129.032 
1.449000,0.000,0.724500,127.077 
1.449500,0.000,0.724750,128.055 
1.450000,0.000,0.725000,127.077 
1.450500,0.000,0.725250,128.055 
1.451000,0.000,0.725500,125.122 
1.451500,0.000,0.725750,126.100 
1.452000,0.000,0.726000,126.100 
1.452500,0.000,0.726250,126.100 
1.453000,0.000,0.726500,128.055 
1.453500,0.000,0.726750,127.077 
1.454000,0.000,0.727000,128.055 
1.454500,0.000,0.727250,129.032 
1.455000,0.000,0.727500,131.965 
1.455500,0.000,0.727750,131.965 
1.456000,0.000,0.728000,131.965 
1.456500,0.000,0.728250,132.942 
1.457000,0.000,0.728500,132.942 
1.457500,0.000,0.728750,131.965 
1.458000,0.000,0.729000,131.965 
1.458500,0.000,0.729250,131.965 
1.459000,0.000,0.729500,130.010 
1.459500,0.000,0.729750,130.010 
1.460000,0.000,0.730000,130.987 
1.460500,0.000,0.730250,129.032 
1.461000,0.000,0.730500,129.032 
1.461500,0.000,0.730750,128.055 
1.462000,0.000,0.731000,126.100 
1.462500,0.000,0.731250,124.145 
1.463000,0.000,0.731500,121.212 
1.463500,0.000,0.731750,118.280 
1.464000,0.000,0.732000,114.369 
1.464500,0.000,0.732250,110.459 
1.465000,0.000,0.732500,107.527 
1.465500,0.000,0.732750,104.594 
1.466000,0.000,0.733000,100.684 
1.466500,0.000,0.733250,97.752 
1.467000,0.000,0.733500,90.909 
1.467500,0.000,0.733750,87.977 
1.468000,0.000,0.734000,86.022 
1.468500,0.000,0.734250,83.089 
1.469000,0.000,0.734500,80.156 
1.469500,0.000,0.734750,79.179 
1.470000,0.000,0.735000,77.224 
1.470500,0.000,0.735250,75.269 
1.471000,0.000,0.735500,73.314 
1.471500,0.000,0.735750,72.336 
1.472000,0.000,0.736000,71.359 
1.472500,0.000,0.736250,70.381 
1.473000,0.000,0.736500,69.404 
1.473500,0.000,0.736750,68.426 
1.474000,0.000,0.737000,70.381 
1.474500,0.000,0.737250,68.426 
1.475000,0.000,0.737500,67.449 
1.475500,0.000,0.737750,66.471 
1.476000,0.000,0.738000,65.494 
1.476500,0.000,0.738250,65.494 
1.477000,0.000,0.738500,63.539 
1.477500,0.000,0.738750,62.561 
1.478000,0.000,0.739000,58.651 
1.478500,0.000,0.739250,57.674 
1.479000,0.000,0.739500,56.696 
1.479500,0.000,0.739750,56.696 
1.480000,0.000,0.740000,56.696 
1.480500,0.000,0.740250,55.718 
1.481000,0.000,0.740500,55.718 
1.481500,0.000,0.740750,55.718 
1.482000,0.000,0.741000,54.741 
1.482500,0.000,0.741250,54.741 
1.483000,0.000,0.741500,55.718 
1.483500,0.000,0.741750,54.741 
1.484000,0.000,0.742000,55.718 
1.484500,0.000,0.742250,55.718 
1.485000,0.000,0.742500,57.674 
1.485500,0.000,0.742750,57.674 
1.486000,0.000,0.743000,57.674 
1.486500,0.000,0.743250,56.696 
1.487000,0.000,0.743500,53.763 
1.487500,0.000,0.743750,54.741 
1.488000,0.000,0.744000,54.741 
1.488500,0.000,0.744250,54.741 
1.489000,0.000,0.744500,54.741 
1.489500,0.000,0.744750,55.718 
1.490000,0.000,0.745000,55.718 
1.490500,0.000,0.745250,58.651 
1.491000,0.000,0.745500,58.651 
1.491500,0.000,0.745750,58.651 
1.492000,0.000,0.746000,53.763 
1.492500,0.000,0.746250,53.763 
1.493000,0.000,0.746500,54.741 
1.493500,0.000,0.746750,55.718 
1.494000,0.000,0.747000,54.741 
1.494500,0.000,0.747250,53.763 
1.495000,0.000,0.747500,54.741 
1.495500,0.000,0.747750,54.741 
1.496000,0.000,0.748000,58.651 
1.496500,0.000,0.748250,57.674 
1.497000,0.000,0.748500,56.696 
1.497500,0.000,0.748750,55.718 
1.498000,0.000,0.749000,54.741 
1.498500,0.000,0.749250,54.741 
1.499000,0.000,0.749500,54.741 
1.499500,0.000,0.749750,55.718 
1.500000,0.000,0.750000,58.651 
1.500500,0.000,0.750250,58.651 
1.501000,0.000,0.750500,54.741 
1.501500,0.000,0.750750,54.741 
1.502000,0.000,0.751000,54.741 
1.502500,0.000,0.751250,54.741 
1.503000,0.000,0.751500,54.741 
1.503500,0.000,0.751750,55.718 
1.504000,0.000,0.752000,58.651 
1.504500,0.000,0.752250,54.741 
1.505000,0.000,0.752500,53.763 
1.505500,0.000,0.752750,54.741 
1.506000,0.000,0.753000,54.741 
1.506500,0.000,0.753250,56.696 
1.507000,0.000,0.753500,58.651 
1.507500,0.000,0.753750,57.674 
1.508000,0.000,0.754000,53.763 
1.508500,0.000,0.754250,54.741 
1.509000,0.000,0.754500,55.718 
1.509500,0.000,0.754750,54.741 
1.510000,0.000,0.755000,55.718 
1.510500,0.000,0.755250,57.674 
1.511000,0.000,0.755500,57.674 
1.511500,0.000,0.755750,57.674 
1.512000,0.000,0.756000,54.741 
1.512500,0.000,0.756250,54.741 
1.513000,0.000,0.756500,54.741 
1.513500,0.000,0.756750,54.741 
1.514000,0.000,0.757000,54.741 
1.514500,0.000,0.757250,55.718 
1.515000,0.000,0.757500,57.674 
1.515500,0.000,0.757750,58.651 
1.516000,0.000,0.758000,58.651 
1.516500,0.000,0.758250,59.629 
1.517000,0.000,0.758500,58.651 
1.517500,0.000,0.758750,58.651 
1.518000,0.000,0.759000,59.629 
1.518500,0.000,0.759250,58.651 
1.519000,0.000,0.759500,58.651 
1.519500,0.000,0.759750,55.718 
1.520000,0.000,0.760000,55.718 
1.520500,0.000,0.760250,55.718 
1.521000,0.000,0.760500,55.718 
1.521500,0.000,0.760750,55.718 
1.522000,0.000,0.761000,56.696 
1.522500,0.000,0.761250,55.718 
1.523000,0.000,0.761500,55.718 
1.523500,0.000,0.761750,59.629 
1.524000,0.000,0.762000,59.629 
1.524500,0.000,0.762250,58.651 
1.525000,0.000,0.762500,58.651 
1.525500,0.000,0.762750,57.674 
1.526000,0.000,0.763000,55.718 
1.526500,0.000,0.763250,55.718 
1.527000,0.000,0.763500,55.718 
1.527500,0.000,0.763750,56.696 
1.528000,0.000,0.764000,55.718 
1.528500,0.000,0.764250,56.696 
1.529000,0.000,0.764500,56.696 
1.529500,0.000,0.764750,56.696 
1.530000,0.000,0.765000,56.696 
1.530500,0.000,0.765250,57.674 
1.531000,0.000,0.765500,58.651 
1.531500,0.000,0.765750,58.651 
1.532000,0.000,0.766000,57.674 
1.532500,0.000,0.766250,60.606 
1.533000,0.000,0.766500,61.584 
1.533500,0.000,0.766750,61.584 
1.534000,0.000,0.767000,60.606 
1.534500,0.000,0.767250,60.606 
1.535000,0.000,0.767500,60.606 
1.535500,0.000,0.767750,58.651 
1.536000,0.000,0.768000,58.651 
1.536500,0.000,0.768250,58.651 
1.537000,0.000,0.768500,57.674 
1.537500,0.000,0.768750,58.651 
1.538000,0.000,0.769000,58.651 
1.538500,0.000,0.769250,59.629 
1.539000,0.000,0.769500,58.651 
1.539500,0.000,0.769750,58.651 
1.540000,0.000,0.770000,59.629 
1.540500,0.000,0.770250,59.629 
1.541000,0.000,0.770500,59.629 
1.541500,0.000,0.770750,60.606 
1.542000,0.000,0.771000,60.606 
1.542500,0.000,0.771250,60.606 
1.543000,0.000,0.771500,60.606 
1.543500,0.000,0.771750,62.561 
1.544000,0.000,0.772000,63.539 
1.544500,0.000,0.772250,64.516 
1.545000,0.000,0.772500,63.539 
1.545500,0.000,0.772750,64.516 
1.546000,0.000,0.773000,63.539 
1.546500,0.000,0.773250,63.539 
1.547000,0.000,0.773500,62.561 
1.547500,0.000,0.773750,60.606 
1.548000,0.000,0.774000,59.629 
1.548500,0.000,0.774250,59.629 
1.549000,0.000,0.774500,59.629 
1.549500,0.000,0.774750,60.606 
1.550000,0.000,0.775000,60.606 
1.550500,0.000,0.775250,61.584 
1.551000,0.000,0.775500,64.516 
1.551500,0.000,0.775750,64.516 
1.552000,0.000,0.776000,64.516 
1.552500,0.000,0.776250,63.539 
1.553000,0.000,0.776500,60.606 
1.553500,0.000,0.776750,60.606 
1.554000,0.000,0.777000,61.584 
1.554500,0.000,0.777250,60.606 
1.555000,0.000,0.777500,60.606 
1.555500,0.000,0.777750,60.606 
1.556000,0.000,0.778000,61.584 
1.556500,0.000,0.778250,62.561 
1.557000,0.000,0.778500,64.516 
1.557500,0.000,0.778750,64.516 
1.558000,0.000,0.779000,64.516 
1.558500,0.000,0.779250,60.606 
1.559000,0.000,0.779500,61.584 
1.559500,0.000,0.779750,60.606 
1.560000,0.000,0.780000,61.584 
1.560500,0.000,0.780250,62.561 
1.561000,0.000,0.780500,65.494 
1.561500,0.000,0.780750,64.516 
1.562000,0.000,0.781000,64.516 
1.562500,0.000,0.781250,64.516 
1.563000,0.000,0.781500,61.584 
1.563500,0.000,0.781750,61.584 
1.564000,0.000,0.782000,61.584 
1.564500,0.000,0.782250,61.584 
1.565000,0.000,0.782500,61.584 
1.565500,0.000,0.782750,62.561 
1.566000,0.000,0.783000,62.561 
1.566500,0.000,0.783250,65.494 
1.567000,0.000,0.783500,66.471 
1.567500,0.000,0.783750,65.494 
1.568000,0.000,0.784000,65.494 
1.568500,0.000,0.784250,61.584 
1.569000,0.000,0.784500,62.561 
1.569500,0.000,0.784750,62.561 
1.570000,0.000,0.785000,61.584 
1.570500,0.000,0.785250,62.561 
1.571000,0.000,0.785500,63.539 
1.571500,0.000,0.785750,63.539 
1.572000,0.000,0.786000,67.449 
1.572500,0.000,0.786250,66.471 
1.573000,0.000,0.786500,65.494 
1.573500,0.000,0.786750,66.471 
1.574000,0.000,0.787000,65.494 
1.574500,0.000,0.787250,65.494 
1.575000,0.000,0.787500,65.494 
1.575500,0.000,0.787750,61.584 
1.576000,0.000,0.788000,62.561 
1.576500,0.000,0.788250,62.561 
1.577000,0.000,0.788500,62.561 
1.577500,0.000,0.788750,63.539 
1.578000,0.000,0.789000,63.539 
1.578500,0.000,0.789250,63.539 
1.579000,0.000,0.789500,63.539 
1.579500,0.000,0.789750,67.449 
1.580000,0.000,0.790000,66.471 
